epoch,reg_loss,reg_val_loss,reg_mae,clf_loss,clf_val_loss,clf_accuracy,clf_val_accuracy
0,0.32718050479888916,0.009180663153529167,0.664607584476471,0.8122473359107971,0.698947012424469,0.552955687046051,0.5069444179534912
1,0.17516069114208221,0.009133754298090935,0.4621991217136383,0.7359803318977356,0.7011582851409912,0.5517241358757019,0.4982638955116272
2,0.10534747689962387,0.00967287365347147,0.3425784409046173,0.7489908337593079,0.7032835483551025,0.5566502213478088,0.4982638955116272
3,0.07257356494665146,0.00740707665681839,0.28733596205711365,0.7246317863464355,0.7042553424835205,0.5541871786117554,0.5121527910232544
4,0.050139643251895905,0.008669413626194,0.23212967813014984,0.7193525433540344,0.7060314416885376,0.5554187297821045,0.5138888955116272
5,0.04209846258163452,0.007028622552752495,0.20920181274414062,0.7323271632194519,0.7095669507980347,0.5270935893058777,0.5069444179534912
6,0.03257593512535095,0.00685014808550477,0.1801721304655075,0.7178003191947937,0.7131770849227905,0.5381773114204407,0.5104166865348816
7,0.02889312617480755,0.006117622368037701,0.16405415534973145,0.7145616412162781,0.718838632106781,0.5541871786117554,0.5017361044883728
8,0.023942239582538605,0.0057784379459917545,0.14721347391605377,0.7141780257225037,0.714605987071991,0.5381773114204407,0.4930555522441864
9,0.020188763737678528,0.005960055626928806,0.12824508547782898,0.6764338612556458,0.7204054594039917,0.5972906351089478,0.4965277910232544
10,0.016974126920104027,0.005945360288023949,0.1135622188448906,0.6954063177108765,0.7296197414398193,0.5862069129943848,0.4982638955116272
11,0.015540357679128647,0.004992278292775154,0.10943257808685303,0.6785945296287537,0.7190278172492981,0.5775862336158752,0.5190972089767456
12,0.014770888723433018,0.005099477246403694,0.10541681200265884,0.6862801909446716,0.7304907441139221,0.5788177251815796,0.515625
13,0.013372452929615974,0.0051652854308485985,0.09839100390672684,0.6846044659614563,0.7456435561180115,0.5899015069007874,0.5138888955116272
14,0.012362249195575714,0.005116261541843414,0.09195716679096222,0.6904443502426147,0.7404249906539917,0.5628078579902649,0.5173611044883728
15,0.011766540817916393,0.005642612464725971,0.0844791978597641,0.6846711039543152,0.7494892477989197,0.5812807679176331,0.5052083134651184
16,0.01066459622234106,0.00479141203686595,0.07918151468038559,0.6741833686828613,0.7583197951316833,0.6034482717514038,0.4947916567325592
17,0.009487180970609188,0.004640959203243256,0.07203970849514008,0.6732615232467651,0.7806313037872314,0.5948275923728943,0.5173611044883728
18,0.009740780107676983,0.004618638660758734,0.07166053354740143,0.6837071776390076,0.7927165627479553,0.5714285969734192,0.5138888955116272
19,0.008640439249575138,0.004691891837865114,0.06442657858133316,0.6611049771308899,0.7928908467292786,0.6034482717514038,0.5225694179534912
20,0.008381747640669346,0.004291577264666557,0.06096644327044487,0.6576370596885681,0.7944816946983337,0.5849753618240356,0.53125
21,0.007980157621204853,0.0043238126672804356,0.05777158960700035,0.6811425685882568,0.7832555174827576,0.5825123190879822,0.515625
22,0.0064803920686244965,0.004117284435778856,0.05062570422887802,0.6632546186447144,0.7879307866096497,0.6083743572235107,0.5069444179534912
23,0.006553404498845339,0.004079533740878105,0.049876537173986435,0.6627052426338196,0.7852195501327515,0.6096059083938599,0.5121527910232544
24,0.006234326399862766,0.004092114977538586,0.046464379876852036,0.670120894908905,0.7886993885040283,0.5911329984664917,0.5104166865348816
25,0.006612390745431185,0.00406218133866787,0.04930680990219116,0.6423494219779968,0.7772513628005981,0.6366994976997375,0.5086805820465088
26,0.006013428792357445,0.0040338970720767975,0.04440616816282272,0.6480171084403992,0.7855908870697021,0.621921181678772,0.5138888955116272
27,0.005672983359545469,0.004040651023387909,0.0421878919005394,0.6513121128082275,0.7935025095939636,0.6231527328491211,0.515625
28,0.005890496075153351,0.003929124213755131,0.041527584195137024,0.658806562423706,0.7875935435295105,0.5935960412025452,0.5121527910232544
29,0.005420930217951536,0.0038919937796890736,0.03735974431037903,0.6433414220809937,0.7913336157798767,0.610837459564209,0.5086805820465088
30,0.0053230165503919125,0.003864652244374156,0.03776777908205986,0.6528269052505493,0.803246021270752,0.5948275923728943,0.5034722089767456
31,0.005343467928469181,0.0038442749064415693,0.03817069157958031,0.655653178691864,0.8091236352920532,0.6243842244148254,0.5277777910232544
32,0.005006369668990374,0.003811381757259369,0.03522540628910065,0.6431938409805298,0.813825786113739,0.6083743572235107,0.5243055820465088
33,0.005288781598210335,0.0037798190023750067,0.03589096665382385,0.6610044836997986,0.8117184042930603,0.6096059083938599,0.5225694179534912
34,0.005084166303277016,0.003768128575757146,0.033611517399549484,0.6485480070114136,0.8079329133033752,0.6133005023002625,0.5243055820465088
