epoch,reg_loss,reg_val_loss,reg_mae,clf_loss,clf_val_loss,clf_accuracy,clf_val_accuracy
0,0.36344021558761597,0.014502261765301228,0.7056346535682678,0.7775397300720215,0.7002606987953186,0.5431034564971924,0.4965277910232544
1,0.19520698487758636,0.02017449587583542,0.49815553426742554,0.769672691822052,0.7025859355926514,0.5073891878128052,0.4861111044883728
2,0.1140352338552475,0.014787248335778713,0.3691352605819702,0.7127935290336609,0.7096555233001709,0.5504925847053528,0.4652777910232544
3,0.08545709401369095,0.0075977155938744545,0.3155960738658905,0.697679340839386,0.7126729488372803,0.5677340030670166,0.4809027910232544
4,0.0571201927959919,0.007427039090543985,0.2500424087047577,0.7292180061340332,0.713945746421814,0.5492610931396484,0.4652777910232544
5,0.037523020058870316,0.007021674886345863,0.19546307623386383,0.7027591466903687,0.7146742343902588,0.557881772518158,0.4756944477558136
6,0.0294587891548872,0.005632723215967417,0.17052626609802246,0.7151690721511841,0.720592737197876,0.5628078579902649,0.4739583432674408
7,0.025949718430638313,0.00667266920208931,0.156661719083786,0.70970219373703,0.7249497771263123,0.5455664992332458,0.4826388955116272
8,0.021220119670033455,0.008083593100309372,0.13555873930454254,0.7053351402282715,0.7282848954200745,0.5591133236885071,0.4774305522441864
9,0.019110890105366707,0.0059430766850709915,0.12698380649089813,0.702366292476654,0.7234911918640137,0.546798050403595,0.4930555522441864
10,0.015776941552758217,0.006756258197128773,0.11725426465272903,0.6927009224891663,0.7328357696533203,0.5714285969734192,0.4982638955116272
11,0.012504265643656254,0.006451979745179415,0.09601818770170212,0.7002554535865784,0.7407118678092957,0.5591133236885071,0.484375
12,0.012850506231188774,0.007023331243544817,0.09663455188274384,0.6724317073822021,0.7434742450714111,0.6071428656578064,0.5
13,0.011444010771811008,0.006903375033289194,0.08952076733112335,0.6874334812164307,0.7645795345306396,0.5726600885391235,0.4982638955116272
14,0.010583247989416122,0.0067283897660672665,0.08435412496328354,0.6996062397956848,0.7782046794891357,0.5541871786117554,0.4930555522441864
15,0.010121149010956287,0.006357788108289242,0.08011605590581894,0.6807712316513062,0.789932906627655,0.5862069129943848,0.4878472089767456
16,0.009991494007408619,0.0061500477604568005,0.0783061757683754,0.6729287505149841,0.7937405109405518,0.6022167205810547,0.4930555522441864
17,0.009875518269836903,0.0059540895745158195,0.077849380671978,0.6777008771896362,0.7829976081848145,0.6009852290153503,0.4913194477558136
