Date,Close,High,Low,Open,Volume,Ticker,log_return_1d,log_return_5d,log_return_10d,log_return_21d,rsi_14,macd_line,macd_signal,macd_histogram,close_to_sma20,close_to_sma50,roc_5,roc_21,bb_width,bb_position,atr_14_norm,realised_vol_21,volume_zscore,volume_ratio_5d,obv_zscore,rolling_beta,index_ret,relative_return,target_return_1d,target_direction_1,log_return_1d_norm,log_return_5d_norm,log_return_10d_norm,log_return_21d_norm,rsi_14_norm,macd_line_norm,macd_signal_norm,macd_histogram_norm,close_to_sma20_norm,close_to_sma50_norm,roc_5_norm,roc_21_norm,bb_width_norm,bb_position_norm,atr_14_norm_norm,realised_vol_21_norm,volume_zscore_norm,volume_ratio_5d_norm,obv_zscore_norm,rolling_beta_norm,index_ret_norm,relative_return_norm
2020-06-26,944.6546630859376,967.8261873704648,940.4505609657544,965.9685317090646,2514103,TITAN.NS,-0.01172969555820539,-0.009938098174030725,-0.011831990260904151,0.07158738315582894,1174.713621134488,15.32993757279587,16.89040358048649,-1.5604660076906178,-0.011152922706711088,0.04416463917094071,-0.00988887846142883,0.07421201463605898,0.07335527067407527,0.34796017240172644,0.0334256054649446,0.39222144874964,-0.6426696109225705,0.9706417230972224,-0.9431713805766982,0.9668463060507668,0.00910417112670767,-0.020532029781716747,-0.009097338125422473,0,-0.3171827381209249,-0.03974757122511295,0.03325840632828086,0.6750335215348484,0.13930313970769484,0.7738964951177555,0.9199447542643593,-0.16907906743564716,0.056947765939676764,1.1929112676088902,-0.07786412276506528,0.6712640902605984,-1.084462612676128,-0.41443779314615586,-0.4840916171575974,-0.546480033566392,-0.7485229285752538,-0.08835126601262591,-0.6006191257802237,1.8448686630097277,0.3850515461174277,-0.741592737952802
2020-06-29,936.0997924804688,949.9342252066924,914.1503940782034,943.3836765392336,3422997,TITAN.NS,-0.009097338125422473,-0.022768782176226177,0.009497158904365107,0.07305202903958387,16368.707846567773,12.967799838568453,16.105882832102882,-3.1380829935344288,-0.020035290861697197,0.03533069238998299,-0.022511529596907498,0.075786507597428,0.0736892874113918,0.22811121445856322,0.03433046839844162,0.39159641703851,-0.31582141078912557,1.1776174057716033,-1.2640262091269068,0.9671490996298718,-0.006822760798075913,-0.0024987111625733678,-0.007969504456173681,0,-0.2345491462795185,-0.21248786553957538,0.21952346671716164,0.6788833238435182,0.8749095656977371,0.70252778548487,0.8887605250063022,-0.2933783721784099,-0.04454965165015012,1.0983700777901737,-0.25418783252495203,0.676749951816582,-1.0707038555630413,-0.7614597455654698,-0.4442305681853284,-0.5459130329879146,-0.44878191434177606,0.42682142776264737,-0.8400182957199764,1.7877105241227325,-0.20109055981172086,-0.017223602471559255
2020-06-30,928.669189453125,950.2764154607218,925.2961690385469,943.4813821724264,1947529,TITAN.NS,-0.007969504456173681,-0.05070095909169962,-0.008595960276737043,-0.009482795226602265,-1474.8438907215948,10.376586274373494,14.960023520557005,-4.583437246183511,-0.026503834393154735,0.027682497900109793,-0.04943711477700696,-0.009437975308532742,0.07788913900891166,0.1597236183324311,0.03357766681056018,0.29536449990973473,-0.7039001750093922,0.7185800523524356,-1.361631906230416,1.0600356873437835,-0.0009993724909477652,-0.006910133950819398,-0.0017385100774799152,0,-0.19859456213641902,-0.5887977299031273,0.05968148825127164,0.17819441095178454,0.0015035506920135324,0.6252877110534506,0.8468668808576827,-0.4069569404991692,-0.11841075610062657,1.017080933609962,-0.630556116314097,0.10873744611221778,-1.0312673989502115,-0.9543151572847671,-0.47328677303028066,-0.998082712771605,-0.7965499596417952,-0.7199356857032755,-0.9069301858655313,3.0,0.014351212259591238,-0.1942624326908719
2020-07-01,927.0560913085938,946.9034094848064,923.9274362035542,928.815941157012,3043306,TITAN.NS,-0.0017385100774799152,-0.04131964776223275,-0.015487892101483486,-0.02905072581368926,-1175.3128659928373,8.099501307712558,13.587919077988117,-5.488417770275559,-0.02639119342905505,0.02650381054782036,-0.040477628255816134,-0.028632810174227696,0.08146707678990679,0.17605081133431866,0.0324557870778817,0.28778545087591567,-0.3665163899030643,1.1577829047012596,-1.6043745777030556,1.1162763236193685,0.012343324106810436,-0.015517070532672594,0.0394964663408097,1,-0.003864412139151201,-0.4585503698504403,-0.0013716503854242733,0.05883648027102047,0.01615990495970568,0.5574152541926131,0.7984957238380974,-0.4771545256984033,-0.11654148023996769,0.9931836955006125,-0.5010670432074349,-0.019612074487215896,-0.9969218061454328,-0.8982130186017511,-0.5176097279943201,-1.024037777304541,-0.4852248252336447,0.3821561444036766,-1.0823004813444494,3.0,0.5075588714488813,-0.5400478578307656
2020-07-02,964.4042358398438,971.8347391508216,931.8467466380424,935.6109310800764,3845200,TITAN.NS,0.0394964663408097,0.008961418123528261,0.010599366215172408,0.002080475310731449,413.8118157701774,9.202497535098246,12.710834769410143,-3.508337234311897,0.01204524013139574,0.06671051552326435,0.009001691844243265,0.002082641001118768,0.08214996293475381,0.6466250221069783,0.03322988668265107,0.31952801085590077,-0.11292236162324279,1.3014163885999823,-1.0016752216774454,1.2187548106887856,0.011595958752537541,0.025363835826605844,0.01718721882695921,1,1.2761712663219318,0.22822312579521642,0.22972803200619274,0.24793253145489424,0.0942428040128987,0.5857515779508252,0.7660226349806074,-0.31643276150740407,0.3283658482585509,1.3193901657061924,0.20070836866268116,0.186017563013081,-0.9828851762000035,0.48948167326474606,-0.4826773056341807,-0.8642218610337401,-0.25125486596296337,0.7396881257339113,-0.614401961918866,3.0,0.4773124206975622,1.1181847675913206
2020-07-03,981.1229248046876,985.5225791760088,964.3064561616992,969.8793636335324,3073808,TITAN.NS,0.01718721882695921,0.0378783325086927,0.02794023433466211,0.032665359748678645,296.0463653044697,11.295481191526392,12.427764053833394,-1.1322828623070027,0.02892737812619872,0.0839812930853372,0.0386048607430971,0.033204729493258034,0.08505525518176961,0.840101009213114,0.03119172936608653,0.32081288893376103,-0.3362763302482321,1.0023609455260734,-0.5183961441502178,1.1645252147480794,0.005260117338821228,0.011061679553368325,0.010606260727208371,1,0.574886733792073,0.6217581616877057,0.3827911941695021,0.4333510504741378,0.08799913537536004,0.6420799217770283,0.7523739960797814,-0.12404836765601833,0.522240342004327,1.4392665274457839,0.6192333272415863,0.39412029051542563,-0.9541550354240208,1.0526895983410631,-0.5655895556970802,-0.8509144071160605,-0.4545420876742837,-0.016085325454854537,-0.24016012533625383,3.0,0.23936943727986923,0.5270447682088005
2020-07-06,991.5843505859376,997.05945223043,973.4480092551574,984.5448915614955,2509450,TITAN.NS,0.010606260727208371,0.0575819313613235,0.034813149185097376,0.0231914702186853,256.4760272416161,13.6410894611181,12.670429135290336,0.9706603258277635,0.040474620264986605,0.09314005914142176,0.059272054700969745,0.023462483373422938,0.07993073467639457,1.0063711778560673,0.029922541326741596,0.31555562228312034,-0.4404389666340241,0.8701709577577763,0.025805946229570977,1.1688918036557676,0.014627632603289031,-0.006491859129664055,0.0020193042542507437,1,0.36670252077136567,0.8864579504205882,0.44216198580823657,0.3728932830286735,0.08564192332536018,0.7052357549402246,0.7552772395380623,0.04627228585234411,0.6530889398537835,1.4860977772883726,0.9077768203519498,0.3263002087255179,-0.9803683988173431,1.5213387871707404,-0.6158474103808904,-0.8688760092321619,-0.5475808150555858,-0.34997523845411316,0.1809347846988291,3.0,0.5878327444529647,-0.1946455249819518
2020-07-07,993.5886840820312,1006.0543723694074,984.5449494421704,992.3665577793472,3538454,TITAN.NS,0.0020193042542507437,0.06757074007174786,0.0168697809800483,-0.008573156321468382,250.21994632000929,15.483252578450902,13.23299382392245,2.250258754528451,0.04155465011344317,0.0927537791793418,0.06990594214408685,-0.00853651161185931,0.08626609889373354,0.9817031330538325,0.028766984497361717,0.29244533746718215,0.16759214157429614,1.1050611553196839,0.8568031372036456,1.1555442478991358,0.003339009534036716,-0.0018390690064857568,-0.025008825341887517,0,0.09590394074027968,1.0155553095576066,0.2793488326630641,0.17530725371692454,0.08495082470007567,0.7535694518738529,0.7681840697271733,0.14983512000359553,0.6613423640923964,1.452784437357099,1.05072364574149,0.10773699095428993,-0.9285889015601713,1.4280852831060744,-0.6610501950153886,-0.971218582852038,0.0167976055596273,0.24728776406770453,0.8217812229859037,2.884480402796527,0.16229627545511133,-0.0015018629628055715
2020-07-08,969.04833984375,1006.0542976717412,965.0397300640972,1003.1211947630773,4272654,TITAN.NS,-0.025008825341887517,0.044300424807340394,0.0029807770451075887,-0.005985181586035206,529.1953506921691,14.792461149051633,13.544887288948289,1.2475738601033441,0.015106540792780843,0.06431304235509772,0.04529634067328314,-0.00596730606724849,0.08735742235881425,0.6729279594667047,0.031206031051114944,0.2895366847235009,0.8739877866318186,1.239199989141258,-0.11506529424283994,1.0268851133344068,-0.008732782060989626,-0.016041261445463507,0.000453764315199494,1,-0.7539540749253274,0.6907361316268185,0.15315664134752635,0.1904894671652414,0.09854961748237642,0.7292614669535862,0.773179954871443,0.0676287582644362,0.34816206363336893,1.1926763746145876,0.6946082567167156,0.12473656924041314,-0.9132853352727406,0.5201487758985438,-0.5546296719911248,-0.9762073441463206,0.6711591639437926,0.5871012599062132,0.06325830961723103,1.2651923065424275,-0.29258657749639555,-0.5896493433810478
2020-07-09,969.4881591796876,980.1451225362656,956.5336226474126,972.8123660085628,3585878,TITAN.NS,0.000453764315199494,0.005257722781730112,0.014219140905258287,0.014577190912305615,520.1540503733747,14.117753040006733,13.659460439159977,0.4582926008467556,0.01347316679140409,0.06345430524909923,0.005271568861802578,0.014683956308800594,0.08470593512917468,0.6590581199635878,0.030280238026619166,0.2804161118020728,0.3759011873014142,1.0558970766262252,0.6270029199506929,0.993375145206554,0.01000976742529668,-0.00948968985438843,-0.030461166263883184,0,0.05226500271621562,0.15098525114081807,0.2540204983324551,0.3174032129948837,0.09766498833196288,0.7056518083553811,0.7719960454364722,0.002861699827369064,0.32720598684841107,1.1677310996523498,0.12057111103490778,0.26547367530970556,-0.9237130207582026,0.4766979970058084,-0.590949230412941,-1.0105839086087258,0.20444382217814466,0.11664831833846519,0.6407461495239393,0.8413383336957068,0.41627445879346087,-0.3117979629068439
