Date,Close,High,Low,Open,Volume,Ticker,log_return_1d,log_return_5d,log_return_10d,log_return_21d,rsi_14,macd_line,macd_signal,macd_histogram,close_to_sma20,close_to_sma50,roc_5,roc_21,bb_width,bb_position,atr_14_norm,realised_vol_21,volume_zscore,volume_ratio_5d,obv_zscore,rolling_beta,index_ret,relative_return,target_return_1d,target_direction_1d,log_return_1d_norm,log_return_5d_norm,log_return_10d_norm,log_return_21d_norm,rsi_14_norm,macd_line_norm,macd_signal_norm,macd_histogram_norm,close_to_sma20_norm,close_to_sma50_norm,roc_5_norm,roc_21_norm,bb_width_norm,bb_position_norm,atr_14_norm_norm,realised_vol_21_norm,volume_zscore_norm,volume_ratio_5d_norm,obv_zscore_norm,rolling_beta_norm,index_ret_norm,relative_return_norm
2020-06-26,1596.76806640625,1619.109069746159,1581.574228888532,1618.7777640757004,2129986,ASIANPAINT.NS,-0.0013330586528509131,0.03883535920446757,0.029724570567026803,0.025914667540748858,512.5247251797457,12.525190207100422,3.8481017889458164,8.677088418154606,0.020224559431479383,0.018933098715836927,0.039599309102102076,0.026253372012889242,0.10230020502554327,0.6976981319483133,0.032503275533213784,0.30822878799170805,-0.3671082006576525,0.48189083078344286,1.6235123611845121,0.6242789440474765,0.00910417112670767,-0.007016600990259502,0.003078114622317198,1,-0.03145677820235648,0.7361324420823093,0.46048053308293585,0.49161490306005123,0.1652692356494779,0.8333399199788213,0.5980543046544374,0.672365647728275,0.4859615793838134,1.0453724743120796,0.7334990072659925,0.46233958709934875,-0.7868367099662626,0.6279665785410027,-0.09970429421386069,-0.47179631412907996,-0.40766046537550693,-1.4431561759057863,0.9381907475618442,-2.5404076050761932,0.3850515461174277,-0.27151423366963184
2020-06-29,1601.690673828125,1617.3104598033897,1584.7456651258517,1597.0047842588706,2753482,ASIANPAINT.NS,0.003078114622317198,0.023804202712592253,0.04456734689095298,0.005244406840037025,462.2311005300678,13.804053685482813,5.839292168253216,7.964761517229597,0.023410003175748928,0.022706329190691932,0.02408978425747188,0.005258182813330015,0.10215016231764276,0.7291724520510698,0.03079379820209395,0.29732909821685194,-0.08661156018264753,0.6033299649472531,1.7971775410339164,0.6213101646994516,-0.006822760798075913,0.007317165257474705,-0.0026633153711408094,0,0.13076327149340186,0.45858015932560664,0.6482980539937325,0.24586927722840154,0.15921582585467095,0.8784817439859242,0.6922968395136976,0.6128408957757397,0.5396737154306998,1.096653074500141,0.4432959022934546,0.20794019549202888,-0.782480938943708,0.722140728916128,-0.19035497581924654,-0.5198335555205064,-0.16121061261538605,-1.110768566473803,1.0536635914014023,-2.451425452595079,-0.20109055981172086,0.44342188073837685
2020-06-30,1597.4305419921875,1626.3508551685925,1591.940020547203,1617.7363306772054,1960731,ASIANPAINT.NS,-0.0026633153711408094,0.0021058901657887864,0.039743506142051285,-0.0034314039434099677,521.4850550396612,14.308861521400104,7.533206038882594,6.77565548251751,0.02136290979704092,0.020835224949757647,0.00210810910982806,-0.003425523404989028,0.09915993953697541,0.7154389151182878,0.02963131364922326,0.2967286873042488,-0.43743780734067567,0.4367875081861555,1.3324005348793249,0.6616201179307448,-0.0009993724909477652,-0.0020021104258232066,0.0003260931464909176,1,-0.08163818000013515,0.059752899640082416,0.582241259029738,0.14206416653076911,0.16469769742260146,0.892248633866074,0.7711940967995268,0.5163850064363886,0.4997807227058332,1.0473636265290365,0.03366082103665777,0.10214767307331322,-0.8135458595806814,0.6737876879696543,-0.25170827019775843,-0.5193957450182127,-0.46716371775891385,-1.5291902565086486,0.7096165043039199,-1.5338622703977884,0.014351212259591238,-0.027182163599601485
2020-07-01,1597.9515380859375,1607.41807563384,1590.425686958683,1607.41807563384,1661296,ASIANPAINT.NS,0.0003260931464909176,-0.03449857864784686,0.0564199199655243,-0.01253944063725301,514.4871925583558,14.58286322914023,8.94313747693412,5.639725752206109,0.02257955238508913,0.021692916793675687,-0.03391028716079081,-0.012461149435796903,0.09461862655300675,0.738637498848494,0.02708994661261304,0.29468719099327634,-0.5373529341523737,0.6613292060368081,1.405208542036873,0.6330138948839834,0.012343324106810436,-0.007487402522176521,-0.0009188035748921312,0,0.029470711548261874,-0.6119516922386572,0.7933925501245229,0.03314280747728387,0.16318744737981802,0.8966883503456364,0.8353911243119138,0.4244990135846689,0.5185882477414893,1.0477073568018318,-0.6364157767430787,-0.007909259974928935,-0.8635583625110796,0.7419946874258003,-0.38695335348744536,-0.5257824235322782,-0.5519497722343467,-0.9312459351412675,0.7569845737914587,-2.0550187379712135,0.5075588714488813,-0.3039707054701762
2020-07-02,1596.4840087890625,1613.0978266424174,1571.5397081143228,1609.311212025886,2038399,ASIANPAINT.NS,-0.0009188035748921312,-0.001510969830075775,0.0539980808001521,-0.01769080271448087,541.7730507763022,14.514282592101608,10.057366499967618,4.456916092133991,0.0200122226168451,0.021243551153623752,-0.0015098288898764967,-0.017535239162960625,0.09584210120694986,0.708804088858958,0.02697033888771874,0.2941632505081453,-0.31663057712911347,0.9666253283654028,1.0110922320864113,0.6109799915028544,0.011595958752537541,-0.008003702354984968,0.005440581798835107,1,-0.016972805800663775,-0.0017525789487653645,0.7565784244133325,-0.028537818831835392,0.16532746213375343,0.887451592935654,0.8843714801436734,0.3291575774598086,0.46930192780961016,1.0252577705066614,-0.028556333738202634,-0.0697042467386284,-0.8411777996724086,0.6425508516030622,-0.39160336357576636,-0.5250147498294517,-0.35440722079752357,-0.12733406652386153,0.465677088346442,-2.3783739768647933,0.4773124206975622,-0.327631265560435
2020-07-03,1605.1934814453125,1628.2444775359745,1599.8448645556955,1604.95681800381,1988941,ASIANPAINT.NS,0.005440581798835107,0.005262670621610404,0.04409802982607812,0.03718834037157963,429.9366130400775,14.989919141449036,11.043877028263902,3.9460421131851344,0.023808904191992886,0.028276283492720378,0.005276542796866623,0.03788847873301582,0.09790632094083015,0.7431804602930778,0.02588561177181266,0.23551308512474703,-0.3179320163575573,0.9559597567935476,1.1630859644042293,0.5707992475542063,0.005260117338821228,0.0024381107797891164,0.007754418236293542,1,0.22067674408632187,0.12355615838957383,0.6235614207021117,0.6290429529708295,0.1526415145760825,0.9001377441852796,0.9265014905860179,0.2872226276359652,0.5351453978360758,1.134915572407877,0.0988637787981407,0.6082869855003618,-0.8086742639143527,0.7469007020153857,-0.4483524739421506,-0.7990123237306941,-0.353687650687289,-0.15486260579480177,0.5737453904213141,-2.9351231812292222,0.23936943727986923,0.21036464180219042
2020-07-06,1617.689208984375,1620.6711913558345,1601.8801378621165,1617.7838512460385,1236670,ASIANPAINT.NS,0.007754418236293542,0.009938974235586673,0.033743176948178896,0.04200895631572342,337.1689974260186,16.188553744293813,12.072812371469885,4.115741372823928,0.029460327847610657,0.03770062234740368,0.009988529881373776,0.042903819284809463,0.10078049500710046,0.7923217220309849,0.023809703471268227,0.2364033531352583,-0.6374058994785634,0.6958501298160249,1.203554353906684,0.4880842165115215,0.014627632603289031,0.0006149016376988271,0.021363704712196268,1,0.30648049628424584,0.20988272581176712,0.48543738943762577,0.6825510398563183,0.14201119122715386,0.9416098026859904,0.9701721766113054,0.29949489461570367,0.6341778130516712,1.2823001114728918,0.1871958289124594,0.6655886936948148,-0.7664926874969289,0.8966629900502183,-0.5585327714316236,-0.7886010319088231,-0.635060952639886,-0.8390755789937528,0.5997200505442982,-3.0,0.5878327444529647,0.11454519483880232
2020-07-07,1652.620849609375,1656.549485939358,1614.8493403746031,1617.7839440043329,2983260,ASIANPAINT.NS,0.021363704712196268,0.033965994318923824,0.03607188448471258,0.06600058358476596,228.44502799298402,19.72973960841091,13.60419781885809,6.12554178955282,0.04841519749975376,0.0611624765620471,0.03454942557211815,0.06822734056701396,0.10985881519003637,0.9407038016567363,0.023563275110852974,0.24493973660053273,0.17001833048417578,1.505394423370647,1.429363562590351,0.48503484043575984,0.003339009534036716,0.01974416875564129,-0.034677304295554635,0,0.8154882450463102,0.6560076367371231,0.5132393172901993,0.9645764213568585,0.12967470793255034,1.0759837104177083,1.0378392845777986,0.45857241882893557,0.9724510625994864,1.6619314093782502,0.6498583262426697,0.9699995290918247,-0.6468797648520885,1.3542135486402054,-0.5690188308595026,-0.7421771699050457,0.08828016088591219,1.297005604267266,0.7610728821345276,-3.0,0.16229627545511133,1.0997269488188313
2020-07-08,1596.294677734375,1667.8144054419558,1590.4254714732174,1656.643846425593,2725937,ASIANPAINT.NS,-0.034677304295554635,-0.0010374031231217475,-0.035535981770968755,0.026561557073323513,1120.1330160420396,17.786076764247355,14.440573607935944,3.345503156311411,0.01115489337150577,0.02705638292726964,-0.0010368652065300132,0.026917459349429018,0.108956141892056,0.6023796655956953,0.027606137040990405,0.27758208349126245,0.037993848865179584,1.2420876595146706,0.970863900599584,0.4906225389851236,-0.008732782060989626,-0.030392804588388164,0.01821707697758625,1,-1.2918963466242899,-0.001096117024560967,-0.42799308025549243,0.48339623391296355,0.22546340982509436,0.989458569400761,1.070384968892302,0.23383691017567898,0.28846408767956394,1.0424563794446093,-0.02751536049521249,0.4560304345249022,-0.6540690196638479,0.27253512456525536,-0.3460410005395617,-0.5816018678480634,-0.030475774998852484,0.5962933175801188,0.418993410517585,-3.0,-0.29258657749639555,-1.4897976393335257
2020-07-09,1625.6409912109375,1630.137596078168,1601.8326286443596,1603.6312937029134,1904661,ASIANPAINT.NS,0.01821707697758625,0.018098477429356545,0.016587507599280786,0.048500465408147966,419.783285495348,18.40159012077652,15.23277691050406,3.168813210272459,0.026461749905554832,0.047304807198578214,0.01826324739950924,0.049695860357217736,0.10670459741260759,0.7479907196803528,0.026269175271301647,0.2829676131210107,-0.33690160300459454,0.878576708877529,1.1154403923302827,0.5215581768728247,0.01000976742529668,0.012996400928327524,-0.008039210857629708,0,0.7006302872409101,0.35798802985640704,0.25993967392543305,0.7450679836937093,0.14843397340450815,1.0064633938936693,1.1002414642648137,0.21867424724954126,0.5666436341649318,1.3759692755312396,0.33990140642025357,0.7338026912616609,-0.6782970037616588,0.7343276724929436,-0.4176299048489196,-0.5522806146057174,-0.36776374805913886,-0.3674222719735402,0.5234844839297749,-2.5602192398001478,0.41627445879346087,0.752721965899744
