,fold,test_start,test_end,n_days,ann_return,sharpe,dir_accuracy,ic,max_drawdown,n_trades,total_cost
0,0,2025-04-07,2025-07-08,63,-0.3349399436465633,-2.349371304312013,0.5079365079365079,-0.013632872503840246,-0.1423511013590217,15,0.031518696961967
1,1,2025-05-26,2025-08-21,63,-0.22615617812205613,-2.5220339865742694,0.4126984126984127,-0.14938556067588327,-0.06984441274485795,10,0.020637376618407356
2,2,2025-07-08,2025-10-07,63,-0.035292374052487197,-0.6878252275203851,0.42857142857142855,-0.1699788786482335,-0.07324875747084639,8,0.0165348484809835
3,3,2025-08-21,2025-11-21,63,0.061367390447409464,0.03538127193821723,0.5079365079365079,-0.0732046850998464,-0.06366415748209972,12,0.02523990475583121
4,4,2025-10-07,2026-01-06,63,0.32585630082140193,1.5963676168551713,0.5238095238095238,0.0347542242703533,-0.05820864913487827,10,0.02063737661840736
5,5,2025-11-21,2026-02-20,63,0.8864122653952993,2.522430457890225,0.49206349206349204,-0.13719278033794163,-0.04602286592125894,8,0.0162848484809835
6,6,2026-01-06,2026-04-10,63,1.5623192763556264,2.958573272851098,0.49206349206349204,0.03456221198156682,-0.07806392111961198,9,0.018461112549695426
7,7,2026-02-20,2026-05-27,63,0.23662153872508074,0.6283966954563756,0.47619047619047616,0.10916422651914143,-0.14412582558274845,5,0.009756056274847713
8,8,2026-04-10,2026-07-13,63,-0.11617596343487835,-0.6483682587348063,0.49206349206349204,0.024292469989416022,-0.14412582558274864,3,0.0054035281374238565
