date,actual,predicted,desired_pos,position,delta,cost,gross_ret,net_ret,capital,strategy_equity,buyhold_equity,buyhold_ret,n_trades
2024-04-01,0.00034991035,-0.0033830055,-1.0,-1.0,-1.0,0.0013009999999999999,0.0,-0.0013009999999999999,0.998699,0.998699,1.0003499,0.00034991035,1
2024-04-02,-0.009446761,-0.0019927337,-1.0,-1.0,0.0,0.0,0.009446761,0.009446760639548302,1.008133449941516,1.0081334704039562,0.99089986,-0.009446761,1
2024-04-03,-0.00011032915,-0.0061929175,-1.0,-1.0,0.0,0.0,0.00011032915,0.0001103291506296955,1.0082447355773028,1.0082446969134673,0.99079055,-0.00011032915,1
2024-04-04,0.00088263216,-0.0009384309,-1.0,-1.0,0.0,0.0,-0.00088263216,-0.0008826321572996676,1.0073548329829494,1.0073547877215445,0.99166507,0.00088263216,1
2024-04-05,0.0008817407,-0.00015066518,-1.0,-1.0,0.0,0.0,-0.0008817407,-0.0008817407069727778,1.006466616484794,1.0064665619988464,0.9925395,0.0008817407,1
2024-04-08,-0.0021177572,-0.0003304924,-1.0,-1.0,0.0,0.0,0.0021177572,0.0021177572198212147,1.0085980642103107,1.008598013827028,0.99043757,-0.0021177572,1
2024-04-09,-0.001436236,-0.009387672,-1.0,-1.0,0.0,0.0,0.001436236,0.0014362359652295709,1.010046646558849,1.0100465985689455,0.98901504,-0.001436236,1
2024-04-10,-0.012730577,-0.0143514145,-1.0,-1.0,0.0,0.0,0.012730577,0.012730577029287815,1.0229051448316628,1.0229050745951975,0.9764243,-0.012730577,1
2024-04-12,-0.017283367,-0.008535985,-1.0,-1.0,0.0,0.0,0.017283367,0.01728336699306965,1.040584342216155,1.0405843183984995,0.95954835,-0.017283367,1
2024-04-15,0.012118443,0.013084181,1.0,1.0,2.0,0.0019262640687119283,-0.012118443,-0.01404470698409193,1.0259696400374951,1.0259696165543517,0.9711766,0.012118443,2
2024-04-16,-0.0027055012,0.02739023,1.0,1.0,0.0,0.0,-0.0027055012,-0.0027055011596530676,1.023193864370606,1.0231938545669952,0.9685491,-0.0027055012,2
2024-04-18,0.007556827,0.0009237939,1.0,1.0,0.0,0.0,0.007556827,0.0075568268075585365,1.0309259317477342,1.0309259533165163,0.9758682,0.007556827,2
2024-04-19,0.0044263247,-0.009948352,-1.0,-1.0,-2.0,0.0024262640687119285,0.0044263247,0.0020000606713402947,1.0329878461588877,1.0329878677708086,0.9801878,0.0044263247,3
2024-04-22,0.009435618,-0.009191345,-1.0,-1.0,0.0,0.0,-0.009435618,-0.009435618296265602,1.0232409921510184,1.02324098854585,0.9894365,0.009435618,3
2024-04-23,-0.001105376,-0.00807301,-1.0,-1.0,0.0,0.0,0.001105376,0.0011053760536015034,1.0243721111304982,1.0243720546316522,0.9883428,-0.001105376,3
2024-04-24,-0.013092691,-0.0015342091,-1.0,-1.0,0.0,0.0,0.013092691,0.013092691078782082,1.037783843398039,1.0377838414926817,0.9754028,-0.013092691,3
2024-04-25,-0.0036826741,0.00463137,1.0,1.0,2.0,0.0019262640687119283,0.0036826741,0.0017564100728887997,1.0396066173940648,1.0396066154853607,0.9718107,-0.0036826741,4
2024-04-26,0.00155107,0.01559318,1.0,1.0,0.0,0.0,0.00155107,0.0015510700177401304,1.0412190805940276,1.0412191181368844,0.973318,0.00155107,4
2024-04-29,0.0019521691,0.009576609,1.0,1.0,0.0,0.0,0.0019521691,0.001952169113792479,1.043251718626918,1.0432517539400015,0.97521806,0.0019521691,4
2024-04-30,-0.0018622724,-0.0060213,-1.0,-1.0,-2.0,0.0024262640687119285,-0.0018622724,-0.004288536456082396,1.0387776955987158,1.0387777307603578,0.9734019,-0.0018622724,5
2024-05-02,-0.004163546,-0.003879134,-1.0,-1.0,0.0,0.0,0.004163546,0.004163546022027731,1.0431026503226082,1.043102729649036,0.9693491,-0.004163546,5
2024-05-03,0.017504372,-0.0010652714,-1.0,-1.0,0.0,0.0,-0.017504372,-0.01750437170267105,1.024843770492159,1.0248438717451884,0.9863169,0.017504372,5
2024-05-06,0.053166382,0.005649991,1.0,1.0,2.0,0.0019262640687119283,-0.053166382,-0.05509264608346336,0.9683824153535923,0.9683825110283245,1.0387558,0.053166382,6
2024-05-07,-0.016248798,0.0017155594,1.0,1.0,0.0,0.0,-0.016248798,-0.0162487979978323,0.9526473416530723,0.9526474592219917,1.0218772,-0.016248798,6
2024-05-08,-0.0065999227,0.005693814,1.0,1.0,0.0,0.0,-0.0065999227,-0.00659992266446352,0.9463599615033167,0.9463600596646289,1.0151329,-0.0065999227,6
2024-05-09,0.015742112,0.0025568013,1.0,1.0,0.0,0.0,0.015742112,0.015742111951112747,0.9612576201323001,0.9612577656699313,1.0311131,0.015742112,6
2024-05-10,-0.0008047295,0.0025568013,1.0,1.0,0.0,0.0,-0.0008047295,-0.0008047295268625021,0.9604840746805752,0.9604842131629708,1.0302833,-0.0008047295,6
2024-05-13,-0.004691864,0.0017598826,1.0,1.0,0.0,0.0,-0.004691864,-0.004691863898187876,0.9559776378305903,0.9559777519584521,1.0254494,-0.004691864,6
2024-05-14,-0.011256486,-9.316043e-05,-1.0,-1.0,-2.0,0.0024262640687119285,-0.011256486,-0.013682750246156387,0.9428972345712437,0.9428973471375226,1.0139065,-0.011256486,7
2024-05-15,0.008507659,-0.0009510352,-1.0,-1.0,0.0,0.0,-0.008507659,-0.00850765872746706,0.9348753770248829,0.9348754982930425,1.0225323,0.008507659,7
2024-05-16,-0.009778142,-0.0038859416,-1.0,-1.0,0.0,0.0,0.009778142,0.009778141975402832,0.9440167211907404,0.9440168436446773,1.0125339,-0.009778142,7
2024-05-17,-0.004167652,-0.005909967,-1.0,-1.0,0.0,0.0,0.004167652,0.004167652223259211,0.947951076996799,0.9479511775418872,1.008314,-0.004167652,7
2024-05-21,0.024030522,-0.0065446957,-1.0,-1.0,0.0,0.0,-0.024030522,-0.024030521512031555,0.9251713323742458,0.9251714163776112,1.0325444,0.024030522,7
2024-05-22,0.006569383,-0.0072348784,-1.0,-1.0,0.0,0.0,-0.006569383,-0.006569383200258017,0.9190935252119037,0.9190936108175013,1.0393275,0.006569383,7
2024-05-23,-0.005661394,-0.005231049,-1.0,-1.0,0.0,0.0,0.005661394,0.005661393981426954,0.9242968522246617,0.9242969618541514,1.0334435,-0.005661394,7
2024-05-24,0.0065006036,-0.0081849955,-1.0,-1.0,0.0,0.0,-0.0065006036,-0.006500603631138802,0.918288366472477,0.9182884736676717,1.0401615,0.0065006036,7
2024-05-27,0.004790206,-0.0087478645,-1.0,-1.0,0.0,0.0,-0.004790206,-0.004790205974131823,0.9138895935854898,0.9138896827351325,1.0451441,0.004790206,7
2024-05-28,-0.009456219,-0.0073172054,-1.0,-1.0,0.0,0.0,0.009456219,0.009456219151616096,0.9225315866326281,0.9225316238554768,1.0352609,-0.009456219,7
2024-05-29,-0.009312632,-0.0063497587,-1.0,-1.0,0.0,0.0,0.009312632,0.00931263156235218,0.931122781685221,0.9311228209730613,1.0256199,-0.009312632,7
2024-05-30,-0.009550423,-0.0052925725,-1.0,-1.0,0.0,0.0,0.009550423,0.009550423361361027,0.9400154253341687,0.9400154381147788,1.0158247,-0.009550423,7
2024-05-31,0.011462267,-0.0038686446,-1.0,-1.0,0.0,0.0,-0.011462267,-0.011462266556918621,0.9292407135840853,0.9292407305954886,1.0274683,0.011462267,7
2024-06-03,0.057886925,-0.0018321807,-1.0,-1.0,0.0,0.0,-0.057886925,-0.05788692459464073,0.8754498506984132,0.8754498424932387,1.0869453,0.057886925,7
2024-06-04,0.041758858,-0.004984368,-1.0,-1.0,0.0,0.0,-0.041758858,-0.041758857667446136,0.8388920845559402,0.8388920571255754,1.132335,0.041758858,7
2024-06-05,-0.020631984,-0.009273326,-1.0,-1.0,0.0,0.0,0.020631984,0.020631983876228333,0.8562001300197924,0.8562000645220862,1.1089727,-0.020631984,7
2024-06-06,0.0109997885,-0.00091901585,-1.0,-1.0,0.0,0.0,-0.0109997885,-0.010999788530170918,0.8467821008786863,0.8467820448728246,1.1211711,0.0109997885,7
2024-06-07,-0.0048414133,-0.013195872,-1.0,-1.0,0.0,0.0,0.0048414133,0.004841413348913193,0.8508817514360835,0.8508816667684919,1.115743,-0.0048414133,7
2024-06-10,-0.0035144119,-0.008872809,-1.0,-1.0,0.0,0.0,0.0035144119,0.003514411859214306,0.8538720979767833,0.8538720153889711,1.1118219,-0.0035144119,7
2024-06-11,-0.010875136,-0.010335591,-1.0,-1.0,0.0,0.0,0.010875136,0.010875135660171509,0.8631580474313445,0.8631579893927501,1.0997307,-0.010875136,7
2024-06-12,-0.016467478,-0.010081215,-1.0,-1.0,0.0,0.0,0.016467478,0.01646747812628746,0.8773720611883491,0.8773720247026054,1.0816209,-0.016467478,7
2024-06-13,0.0066154487,-0.009921869,-1.0,-1.0,0.0,0.0,-0.0066154487,-0.006615448743104935,0.8715678414835284,0.8715678150445512,1.0887762,0.0066154487,7
2024-06-14,0.0026177445,-0.009933576,-1.0,-1.0,0.0,0.0,-0.0026177445,-0.0026177444960922003,0.8692863237119104,0.8692862731937472,1.0916263,0.0026177445,7
2024-06-18,-0.011834504,-0.0063846125,-1.0,-1.0,0.0,0.0,0.011834504,0.011834504082798958,0.8795738946398284,0.8795738451429796,1.0787075,-0.011834504,7
2024-06-19,0.01020408,-0.005326334,-1.0,-1.0,0.0,0.0,-0.01020408,-0.010204079560935497,0.8705986550967028,0.8705986036474227,1.0897146,0.01020408,7
2024-06-20,-0.016614499,0.005074307,1.0,1.0,2.0,0.0019262640687119283,0.016614499,0.01468823450184948,0.8833862122997579,0.8833861600947788,1.0716096,-0.016614499,8
2024-06-21,0.00036859597,0.0033599962,1.0,1.0,0.0,0.0,0.00036859597,0.00036859596730209887,0.8837118241495941,0.8837117726709602,1.0720046,0.00036859597,8
2024-06-24,-0.0041031046,0.008104995,1.0,1.0,0.0,0.0,-0.0041031046,-0.004103104583919048,0.8800858448296263,0.8800858108456507,1.067606,-0.0041031046,8
2024-06-25,0.005494469,0.0038826927,1.0,1.0,0.0,0.0,0.005494469,0.005494468845427036,0.8849214548228507,0.8849214149146446,1.0734719,0.005494469,8
2024-06-26,0.006744247,-0.00408599,-1.0,-1.0,-2.0,0.0024262640687119285,0.006744247,0.004317982861172028,0.8887425304982592,0.8887424904177302,1.0807117,0.006744247,9
2024-06-27,0.0044173948,-0.009784421,-1.0,-1.0,0.0,0.0,-0.0044173948,-0.004417394753545523,0.884816581972575,0.884816564003306,1.0854857,0.0044173948,9
