date,actual,predicted,position,strategy_ret,buyhold_ret,strategy_equity,buyhold_equity
2024-04-01,-0.0013652557,0.06904502,1.0,-0.0013652557,-0.0013652557,0.99863476,0.99863476
2024-04-02,-0.009976012,0.059466556,1.0,-0.009976012,-0.009976012,0.9886724,1.0000136
2024-04-03,0.011154319,0.05371055,1.0,0.011154319,0.011154319,0.9997003,1.0000001
2024-04-04,-0.01165733,0.041401662,1.0,-0.01165733,-0.01165733,0.98804647,1.0
2024-04-05,0.0350813,0.05587414,1.0,0.0350813,0.0350813,1.0227084,1.0
2024-04-08,0.0017784701,0.041671753,1.0,0.0017784701,0.0017784701,1.0245273,1.0
2024-04-09,-0.016053844,0.068881944,1.0,-0.016053844,-0.016053844,1.0080796,1.0
2024-04-10,-0.033366736,0.070044115,1.0,-0.033366736,-0.033366736,0.9744433,1.0
2024-04-12,0.012661401,0.06851913,1.0,0.012661401,0.012661401,0.9867812,1.0
2024-04-15,0.006407183,0.08691576,1.0,0.006407183,0.006407183,0.9931036,1.0
2024-04-16,-0.007845046,0.09332483,1.0,-0.007845046,-0.007845046,0.9853127,1.0
2024-04-18,0.0243642,0.05439375,1.0,0.0243642,0.0243642,1.0093191,1.0
2024-04-19,0.0058478788,0.05056215,1.0,0.0058478788,0.0058478788,1.0152215,1.0
2024-04-22,0.016349174,0.028642593,1.0,0.016349174,0.016349174,1.0318196,1.0
2024-04-23,-0.004024658,0.02847906,1.0,-0.004024658,-0.004024658,1.0276668,1.0
2024-04-24,-0.0016661955,0.03980632,1.0,-0.0016661955,-0.0016661955,1.0259545,1.0
2024-04-25,-0.017104285,0.050776802,1.0,-0.017104285,-0.017104285,1.0084063,1.0
2024-04-26,-0.0010632758,0.06757363,1.0,-0.0010632758,-0.0010632758,1.0073341,1.0
2024-04-29,0.010009042,0.06182801,1.0,0.010009042,0.010009042,1.0174166,1.0
2024-04-30,-0.0009484336,0.037595242,1.0,-0.0009484336,-0.0009484336,1.0164516,1.0
2024-05-02,-0.024762532,0.013080901,1.0,-0.024762532,-0.024762532,0.9912817,1.0
2024-05-03,-0.0042397142,0.013650568,1.0,-0.0042397142,-0.0042397142,0.9870789,1.0
2024-05-06,-0.006067777,0.013894709,1.0,-0.006067777,-0.006067777,0.98108953,1.0
2024-05-07,0.01441349,-0.027980128,-1.0,-0.01441349,0.01441349,0.9669486,1.0
2024-05-08,-0.0031059068,-0.03893695,-1.0,0.0031059068,-0.0031059068,0.96995187,1.0
2024-05-09,0.013570371,-0.026720734,-1.0,-0.013570371,0.013570371,0.95678926,1.0
2024-05-10,-0.00013019121,-0.00052739494,-1.0,0.00013019121,-0.00013019121,0.9569138,1.0
2024-05-13,0.011013181,0.015326394,1.0,0.011013181,0.011013181,0.96745247,1.0
2024-05-14,-0.0036667315,0.009442305,1.0,-0.0036667315,-0.0036667315,0.96390504,1.0
2024-05-15,-0.021346586,0.019571727,1.0,-0.021346586,-0.021346586,0.943329,1.0
2024-05-16,0.011444456,0.024004916,1.0,0.011444456,0.011444456,0.95412487,1.0
2024-05-17,-0.013394754,0.05569581,1.0,-0.013394754,-0.013394754,0.94134456,1.0
2024-05-21,0.004643108,0.06833595,1.0,0.004643108,0.004643108,0.9457153,1.0
2024-05-22,0.031695716,0.081506796,1.0,0.031695716,0.031695716,0.9756904,1.0
2024-05-23,0.005054877,0.079584286,1.0,0.005054877,0.005054877,0.98062235,1.0
2024-05-24,-0.007284015,0.07352324,1.0,-0.007284015,-0.007284015,0.9734795,1.0
2024-05-27,-0.0068028113,0.07297451,1.0,-0.0068028113,-0.0068028113,0.96685714,1.0
2024-05-28,-0.002339142,0.07575081,1.0,-0.002339142,-0.002339142,0.96459556,1.0
2024-05-29,-0.015019982,0.06852968,1.0,-0.015019982,-0.015019982,0.9501074,1.0
2024-05-30,-0.015898077,0.053552866,1.0,-0.015898077,-0.015898077,0.93500257,1.0
2024-05-31,0.0061788564,0.045990672,1.0,0.0061788564,0.0061788564,0.9407798,1.0
2024-06-03,-0.024347968,0.050766945,1.0,-0.024347968,-0.024347968,0.91787374,1.0
2024-06-04,0.026465684,0.06583662,1.0,0.026465684,0.026465684,0.94216585,1.0
2024-06-05,0.013576591,0.059843607,1.0,0.013576591,0.013576591,0.9549573,1.0
2024-06-06,0.010783197,0.057556264,1.0,0.010783197,0.010783197,0.9652548,1.0
2024-06-07,-0.0073135197,0.04903604,1.0,-0.0073135197,-0.0073135197,0.9581954,1.0
2024-06-10,0.0114226835,0.032752134,1.0,0.0114226835,0.0114226835,0.9691405,1.0
2024-06-11,-0.0011123664,0.026710643,1.0,-0.0011123664,-0.0011123664,0.9680625,1.0
2024-06-12,-0.00019458974,0.02014877,1.0,-0.00019458974,-0.00019458974,0.9678741,1.0
2024-06-13,-0.00012837705,0.016957382,1.0,-0.00012837705,-0.00012837705,0.96774983,1.0
2024-06-14,-0.022377409,0.012727702,1.0,-0.022377409,-0.022377409,0.9460941,1.0
2024-06-18,-0.025711963,0.0071118083,1.0,-0.025711963,-0.025711963,0.9217682,1.0
2024-06-19,-0.0075927866,0.00875384,1.0,-0.0075927866,-0.0075927866,0.9147694,1.0
2024-06-20,0.004270883,0.004603775,1.0,0.004270883,0.004270883,0.9186763,1.0
2024-06-21,-0.0014845767,0.0151319895,1.0,-0.0014845767,-0.0014845767,0.9173125,1.0
2024-06-24,-0.005497991,0.02619009,1.0,-0.005497991,-0.005497991,0.9122691,1.0
2024-06-25,0.0067161354,0.04573955,1.0,0.0067161354,0.0067161354,0.91839606,1.0
2024-06-26,-0.0015998401,0.07386389,1.0,-0.0015998401,-0.0015998401,0.91692674,1.0
2024-06-27,-0.011969171,0.09363243,1.0,-0.011969171,-0.011969171,0.9059519,1.0
2024-06-28,0.006196559,0.09357718,1.0,0.006196559,0.006196559,0.9115658,1.0
2024-07-01,-0.005469717,0.09950041,1.0,-0.005469717,-0.005469717,0.90657973,1.0
2024-07-02,0.006707788,0.10796671,1.0,0.006707788,0.006707788,0.9126609,1.0
2024-07-03,-0.0028125856,0.11517016,1.0,-0.0028125856,-0.0028125856,0.91009396,1.0
2024-07-04,0.0011945785,0.1192315,1.0,0.0011945785,0.0011945785,0.91118115,1.0
