date,actual,predicted,rolling_vol,desired_pos,position,delta,cost,gross_ret,net_ret,capital,strategy_equity,buyhold_equity,buyhold_ret,n_trades
2024-05-03,0.020002093,0.00304713,0.16047423060167212,0.05916302796843859,0.05916302796843859,0.05916302796843859,0.00011740178769097943,0.0,-0.00011740178769097943,0.9998825982123091,0.9998825982123091,1.0200021,0.020002093,1
2024-05-06,0.014658304,0.0030627148,0.17276769094291175,0.05130403307898581,0.05130403307898581,-0.007858994889452783,3.446214557386409e-05,0.0008672296,0.0008327674497408472,1.0007152678936626,1.0007152678936626,1.0349537,0.014658304,1
2024-05-07,-0.00050267566,0.003136086,0.17113288877994642,0.05354155884312451,0.05354155884312451,0.002237525764138701,1.5871129495573855e-05,-2.578929e-05,-4.166041928903914e-05,1.0006735776760132,1.0006735776760132,1.0344335,-0.00050267566,1
2024-05-08,-0.00422057,0.0032432615,0.16407194262090868,0.06023977322822816,0.06023977322822816,0.006698214385103651,2.9583144887086152e-05,-0.0002259759,-0.0002555590506649727,1.0004178464864768,1.0004178464864768,1.0300676,-0.00422057,1
2024-05-09,-0.016883424,0.0030780397,0.1634301419146453,0.0576208831892384,0.0576208831892384,-0.0026188900389897615,1.7974036522525483e-05,-0.0010170536,-0.0010350276480990826,0.9993823863557116,0.9993823863557116,1.0126765,-0.016883424,1
2024-05-10,0.01374731,0.0031374544,0.17286003360286709,0.05249987136669282,0.05249987136669282,-0.005121011822545582,2.6594506411076315e-05,0.00079213217,0.0007655376602688723,1.0001474512094763,1.0001474512094763,1.0265981,0.01374731,1
2024-05-13,-0.01187429,0.003427146,0.17849227056720354,0.05378532318767241,0.05378532318767241,0.0012854518209795898,1.1721333776765392e-05,-0.0006233987,-0.0006351200270551973,0.999512237533205,0.999512237533205,1.014408,-0.01187429,1
2024-05-14,-0.0053459737,0.002652774,0.1794097538831671,0.0,0.0,-0.05378532318767241,0.0001234140974572517,-0.00028753493,-0.0004109490284333594,0.9991014889502835,0.9991014889502835,1.0089849,-0.0053459737,2
2024-05-15,0.012523808,0.0029205058,0.1789884460412287,0.0,0.0,0.0,0.0,0.0,0.0,0.9991014889502835,0.9991014889502835,1.0216212,0.012523808,2
2024-05-16,-0.017285477,0.0034637866,0.17803098601176542,0.05464242098245305,0.05464242098245305,0.05464242098245305,0.00011116361330061105,-0.0,-0.00011116361330061105,0.9989904252187177,0.9989904252187177,1.003962,-0.017285477,3
2024-05-17,-0.003631816,0.0029636933,0.1777725123127582,0.0,0.0,-0.05464242098245305,0.0001248242185462243,-0.00019845122,-0.000323275438604129,0.9986674761508438,0.9986674761508438,1.0003158,-0.003631816,4
2024-05-21,0.0030839418,0.0028735634,0.17794572502554026,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,1.0034007,0.0030839418,4
2024-05-22,0.015908798,0.0029632063,0.1752191771494142,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,1.0193636,0.015908798,4
2024-05-23,-0.011352303,0.002986573,0.18017450072458718,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.0077915,-0.011352303,4
2024-05-24,-0.0006366691,0.0030303216,0.184527601131233,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.0071498,-0.0006366691,4
2024-05-27,-0.0018603104,0.0030247262,0.1801137225185231,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.0052762,-0.0018603104,4
2024-05-28,-0.009485174,0.002993071,0.1793983995503388,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,0.99574095,-0.009485174,4
2024-05-29,-0.017918825,0.0029606675,0.18025825371348358,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,0.9778984,-0.017918825,4
2024-05-30,-0.017591843,0.0029016123,0.18429581307122983,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,0.9606954,-0.017591843,4
2024-05-31,0.00865231,0.0028001652,0.18847476935497876,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,0.9690076,0.00865231,4
2024-06-03,0.0032759653,0.0026577455,0.18667396921154936,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,0.9721821,0.0032759653,4
2024-06-04,0.00842994,0.0026997314,0.1869612722712535,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,0.9803775,0.00842994,4
2024-06-05,0.02216046,0.0030188626,0.17486039205946924,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,1.0021031,0.02216046,4
2024-06-06,0.01645491,0.0028035908,0.1848975187896932,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,1.0185926,0.01645491,4
2024-06-07,-0.009093751,0.0030668413,0.19459173875478683,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.0093298,-0.009093751,4
2024-06-10,-0.0017118404,0.0031216764,0.19635133508885094,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.007602,-0.0017118404,4
2024-06-11,-0.0053230193,0.0031236277,0.18804655725076064,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.0022385,-0.0053230193,4
2024-06-12,0.012062814,0.0030497801,0.18206717043077073,0.0,0.0,0.0,0.0,0.0,0.0,0.9986674761508438,0.9986674761508438,1.0143284,0.012062814,4
2024-06-13,-0.011958265,0.0029218,0.18301373444031932,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,1.0021988,-0.011958265,4
2024-06-14,-0.004433196,0.0029918104,0.1866870089531569,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,0.9977558,-0.004433196,4
2024-06-18,-0.003518498,0.0027270531,0.1814904205896696,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9986674761508438,0.9986674761508438,0.9942452,-0.003518498,4
2024-06-19,-0.0038080288,0.0030540482,0.17246362250114078,0.0513394106316673,0.0513394106316673,0.0513394106316673,0.00010653050261935247,-0.0,-0.00010653050261935247,0.9985610876026599,0.9985610876026599,0.9904591,-0.0038080288,5
