date,actual,predicted,rolling_vol,desired_pos,position,delta,cost,gross_ret,net_ret,capital,strategy_equity,buyhold_equity,buyhold_ret,n_trades
2024-05-03,-0.0039026008,-0.001877084,0.16538960703192046,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9960974,-0.0039026008,0
2024-05-06,0.012798601,-0.0024612057,0.16593967123401754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.008846,0.012798601,0
2024-05-07,0.0014750691,-0.0020642364,0.17034580288005813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0103341,0.0014750691,0
2024-05-08,-0.036720444,-0.00264799,0.1682938324756647,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9732342,-0.036720444,0
2024-05-09,0.019221263,-0.002678189,0.20970386786779482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.99194103,0.019221263,0
2024-05-10,-0.003467274,-0.0024778894,0.21958012676533,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9885017,-0.003467274,0
2024-05-13,-0.0049911826,-0.00083111867,0.21868990567558447,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.98356795,-0.0049911826,0
2024-05-14,-0.004431495,-0.0006652224,0.20204171865606996,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9792093,-0.004431495,0
2024-05-15,0.008495864,0.0020905281,0.1954584676116363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9875285,0.008495864,0
2024-05-16,0.011178487,0.0031988798,0.1945127906593399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9985676,0.011178487,0
2024-05-17,-0.0034439508,0.002855572,0.19773192142761967,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9951286,-0.0034439508,0
2024-05-21,0.011661153,0.002880414,0.1882321591964986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.006733,0.011661153,0
2024-05-22,0.0032908719,0.0033843354,0.18657838879262345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.010046,0.0032908719,0
2024-05-23,-0.011737416,0.0032901308,0.1866523250145954,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9981907,-0.011737416,0
2024-05-24,-0.010833248,0.0015522768,0.190071043664623,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.98737705,-0.010833248,0
2024-05-27,-0.0058106356,0.001826421,0.19405702064315306,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.9816398,-0.0058106356,0
2024-05-28,0.0045352546,0.0050557293,0.1818718847766961,0.07642275358439499,0.07642275358439499,0.07642275358439499,0.00014032748472604355,0.0,-0.00014032748472604355,0.999859672515274,0.999859672515274,0.98609173,0.0045352546,1
2024-05-29,-0.016612532,0.007843819,0.18145473131955558,0.11911350365195314,0.11911350365195314,0.04269075006755815,9.404597336229789e-05,-0.0012695753,-0.0013636212982031416,0.9984962425706178,0.9984962425706178,0.96971023,-0.016612532,2
2024-05-30,0.0061154226,0.0079578925,0.18880997350630238,0.111613880981056,0.111613880981056,-0.007499622670897141,3.348723084570351e-05,0.0007284294,0.0006949421806922418,0.9991901397268429,0.9991901397268429,0.9756404,0.0061154226,2
2024-05-31,0.0091037415,0.008360528,0.1899010243579489,0.11591752915589326,0.11591752915589326,0.004303648174837263,2.2912698704637415e-05,0.0010161039,0.0009931911966764555,1.0001825265774256,1.0001825265774256,0.9845224,0.0091037415,2
2024-06-03,-0.01757384,0.0070632016,0.1907531906915745,0.0970572509494361,0.0970572509494361,-0.018860278206457165,6.007895691364635e-05,-0.002037116,-0.0020971950504746996,0.9980849487331162,0.9980849487331162,0.96722054,-0.01757384,3
2024-06-04,0.035722446,0.0064709303,0.19834196548425384,0.08224462048370426,0.08224462048370426,-0.014812630465731835,5.133958822512508e-05,0.0034671226,0.003415782970279218,1.0014941903038908,1.0014941903038908,1.001772,0.035722446,4
2024-06-05,0.0117823575,0.0066115092,0.2345333839244667,0.060098173705018944,0.060098173705018944,-0.022146446778685318,6.68136400961044e-05,0.0009690355,0.0009022218526481924,1.0023977602476832,1.0023977602476832,1.0135753,0.0117823575,5
2024-06-06,0.008575891,0.004501825,0.23391200031929174,0.0,0.0,-0.060098173705018944,0.00013370305846113035,0.0005153954,0.0003816923677302592,1.0027803678221996,1.0027803678221996,1.0222677,0.008575891,6
2024-06-07,-0.005136641,0.0012241834,0.235554593801789,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0027803678221996,1.0027803678221996,1.0170166,-0.005136641,6
2024-06-10,-0.008966581,-0.009533175,0.19632713321015308,-0.12366503703638163,-0.12366503703638163,-0.12366503703638163,0.0002292868221195797,-0.0,-0.0002292868221195797,1.0025504434983779,1.0025504434983779,1.0078975,-0.008966581,7
2024-06-11,-0.0016179763,-0.013078291,0.18997905582756852,-0.18117970569278669,-0.18117970569278669,-0.05751466865640506,0.0001295188314685049,0.0002000871,7.056827124362713e-05,1.00262119175001,1.00262119175001,1.0062667,-0.0016179763,8
2024-06-12,-0.00463705,-0.012056452,0.18957940696687164,-0.16772863513545982,-0.16772863513545982,0.01345107055732686,4.489537912534179e-05,0.00084013934,0.0007952439633466154,1.0034185202002726,1.0034185202002726,1.0016006,-0.00463705,9
