,fold,test_start,test_end,n_days,ann_return,sharpe,dir_accuracy,ic,max_drawdown,n_trades,total_cost
0,0,2025-04-07,2025-07-08,63,-0.052221826027960216,-0.5952642379743238,0.5079365079365079,0.1909562211981567,-0.07537983848889296,9,0.018461112549695426
1,1,2025-05-26,2025-08-21,63,-0.1767215805558784,-1.9673090687508274,0.49206349206349204,-0.016321044546851,-0.05882537769897325,4,0.007579792206135785
2,2,2025-07-08,2025-10-07,63,-0.15320728164934305,-1.9422028276986711,0.4126984126984127,-0.12034370199692782,-0.08101987092811884,3,0.0054035281374238565
3,3,2025-08-21,2025-11-21,63,-0.0915609161341544,-1.452494916259259,0.4603174603174603,-0.24615975422427036,-0.05194311991676419,5,0.009756056274847713
4,4,2025-10-07,2026-01-06,63,-0.20721937943307012,-2.3569021088703765,0.49206349206349204,-0.1923963133640553,-0.08341238670041393,3,0.0054035281374238565
5,5,2025-11-21,2026-02-20,63,-0.32791773696887516,-3.2540990852677134,0.3968253968253968,0.025201612903225805,-0.10276599940711585,5,0.009756056274847713
6,6,2026-01-06,2026-04-10,63,-0.3437770569963454,-1.566436316812548,0.38095238095238093,0.04949116743471583,-0.15675138193757474,11,0.022813640687119285
7,7,2026-02-20,2026-05-27,63,-0.13072422254085203,-0.5068112634987209,0.4126984126984127,-0.07896600142179404,-0.11209453637531015,13,0.027166168824543147
8,8,2026-04-10,2026-07-13,63,0.04654469547244133,0.01756001292007958,0.4444444444444444,0.031347510957343595,-0.12769373326621322,10,0.020887376618407356
