date,actual,predicted,desired_pos,position,delta,cost,gross_ret,net_ret,capital,strategy_equity,buyhold_equity,buyhold_ret,n_trades
2024-04-01,0.006540975,0.00286638,1.0,1.0,1.0,0.0010509999999999999,0.0,-0.0010509999999999999,0.998949,0.998949,1.006541,0.006540975,1
2024-04-02,0.0014516856,0.0058693253,1.0,1.0,0.0,0.0,0.0014516856,0.0014516855590045452,1.0003992049591541,1.000399159837482,1.0080023,0.0014516856,1
2024-04-03,0.030102877,0.013437444,1.0,1.0,0.0,0.0,0.030102877,0.03010287694633007,1.030514071172415,1.0305140526432817,1.038346,0.030102877,1
2024-04-04,0.01426665,0.020822939,1.0,1.0,0.0,0.0,0.01426665,0.014266650192439556,1.0452160136753548,1.0452160361507365,1.0531597,0.01426665,1
2024-04-05,-0.0019055798,0.011717362,1.0,1.0,0.0,0.0,-0.0019055798,-0.0019055798184126616,1.0432242913325536,1.0432242935663665,1.0511528,-0.0019055798,1
2024-04-08,0.0012600329,0.020620126,1.0,1.0,0.0,0.0,0.0012600329,0.0012600328773260117,1.044538797953841,1.0445387904746852,1.0524774,0.0012600329,1
2024-04-09,-0.007909512,0.03169713,1.0,1.0,0.0,0.0,-0.007909512,-0.007909512147307396,1.0362769803502245,1.036276998223092,1.0441527,-0.007909512,1
2024-04-10,-0.01139019,0.028458863,1.0,1.0,0.0,0.0,-0.01139019,-0.01139018964022398,1.0244735687569657,1.024473606693529,1.0322596,-0.01139019,1
2024-04-12,-0.016093878,0.03062864,1.0,1.0,0.0,0.0,-0.016093878,-0.01609387807548046,1.0079858446732997,1.0079858533758557,1.0156466,-0.016093878,1
2024-04-15,0.009687409,0.022308014,1.0,1.0,0.0,0.0,0.009687409,0.009687408804893494,1.0177506306403554,1.017750624407057,1.0254856,0.009687409,1
2024-04-16,-0.009687409,0.024567652,1.0,1.0,0.0,0.0,-0.009687409,-0.009687408804893494,1.007891249054238,1.0078912580469903,1.0155513,-0.009687409,1
2024-04-18,0.024191627,0.0061321575,1.0,1.0,0.0,0.0,0.024191627,0.02419162727892399,1.0322737691023285,1.0322737876993489,1.0401192,0.024191627,1
2024-04-19,-0.01255161,0.002391005,1.0,1.0,0.0,0.0,-0.01255161,-0.012551610358059406,1.01931707577661,1.0193170893333086,1.027064,-0.01255161,1
2024-04-22,-0.0030465655,-0.01806137,-1.0,-1.0,-2.0,0.0024262640687119285,-0.0030465655,-0.005472829525027804,1.0137385271889348,1.0137385406714399,1.023935,-0.0030465655,2
