,fold,test_start,test_end,n_days,ann_return,sharpe,dir_accuracy,ic,max_drawdown,n_trades,total_cost
0,0,2025-04-07,2025-07-08,63,-0.4641250115848322,-2.8107208109796984,0.47619047619047616,-0.07944508448540706,-0.1595333439680652,8,0.0162848484809835
1,1,2025-05-26,2025-08-21,63,-0.37348192997164054,-2.8952710789368514,0.4126984126984127,-0.02558563748079877,-0.14366689328570043,2,0.0034772640687119284
2,2,2025-07-08,2025-10-07,63,-0.2964005459336846,-2.0328867958058146,0.4603174603174603,-0.10193499117393741,-0.11418653335752733,6,0.012182320343559642
3,3,2025-08-21,2025-11-21,63,-0.01921732409229182,-0.3756790298896236,0.5238095238095238,0.028088539725272435,-0.13709030451452534,6,0.011932320343559642
4,4,2025-10-07,2026-01-06,63,0.047850920136600195,-0.017690839027087676,0.6031746031746031,0.05976382488479262,-0.07340122697638414,2,0.003227264068711928
5,5,2025-11-21,2026-02-20,63,0.1262101296706104,0.3457056268612548,0.49206349206349204,-0.13373655913978497,-0.0563255673947292,6,0.012182320343559642
6,6,2026-01-06,2026-04-10,63,0.12112072587594436,0.3137284697000205,0.47619047619047616,-0.14472926267281105,-0.17372205125488224,13,0.02716616882454314
7,7,2026-02-20,2026-05-27,63,0.21389281309953256,0.5726396040794727,0.5396825396825397,-0.01516915285670937,-0.1321906402934889,12,0.024989904755831214
8,8,2026-04-10,2026-07-13,63,0.42097915138635944,1.5484751123205223,0.5714285714285714,0.15078488808118873,-0.053464737917611284,7,0.014108584412271571
