date,actual,predicted,position,strategy_ret,buyhold_ret,strategy_equity,buyhold_equity
2024-04-01,0.010625153,0.0020192272,1.0,0.010625153,0.010625153,1.0106251,1.0106251
2024-04-02,0.0060489485,0.0019205909,1.0,0.0060489485,0.0060489485,1.0167383,1.0000643
2024-04-03,-0.015356222,0.0018411439,1.0,-0.015356222,-0.015356222,1.001125,0.999999
2024-04-04,0.00715202,0.0015661888,1.0,0.00715202,0.00715202,1.0082849,1.0
2024-04-05,0.0046313005,0.0015203542,1.0,0.0046313005,0.0046313005,1.0129546,1.0
2024-04-08,-0.0053506396,0.0020259442,1.0,-0.0053506396,-0.0053506396,1.0075346,1.0
2024-04-09,0.019245535,0.0020870178,1.0,0.019245535,0.019245535,1.0269251,1.0
2024-04-10,-0.01650154,0.0020509006,1.0,-0.01650154,-0.01650154,1.0099792,1.0
2024-04-12,-0.011550143,0.002851297,1.0,-0.011550143,-0.011550143,0.99831384,1.0
2024-04-15,-0.007686144,0.0030870694,1.0,-0.007686144,-0.007686144,0.99064064,1.0
2024-04-16,-0.009221618,0.0030183196,1.0,-0.009221618,-0.009221618,0.98150533,1.0
2024-04-18,0.007557261,0.002856925,1.0,0.007557261,0.007557261,0.98892283,1.0
2024-04-19,0.020639649,0.0026272156,1.0,0.020639649,0.020639649,1.0093338,1.0
2024-04-22,0.008966374,0.0018198293,1.0,0.008966374,0.008966374,1.0183839,1.0
2024-04-23,0.00012930026,0.0018370443,1.0,0.00012930026,0.00012930026,1.0185156,1.0
2024-04-24,0.04995371,0.0017917855,1.0,0.04995371,0.04995371,1.0693942,1.0
2024-04-25,-0.01412666,0.0016724853,1.0,-0.01412666,-0.01412666,1.0542873,1.0
2024-04-26,0.030964527,0.002544118,1.0,0.030964527,0.030964527,1.0869328,1.0
2024-04-29,-0.00030250865,0.0018572501,1.0,-0.00030250865,-0.00030250865,1.086604,1.0
2024-04-30,0.004588533,0.00096894416,1.0,0.004588533,0.004588533,1.0915898,1.0
2024-05-02,0.0016852515,0.00076447125,1.0,0.0016852515,0.0016852515,1.0934294,1.0
2024-05-03,-0.028856695,0.000496316,1.0,-0.028856695,-0.028856695,1.0618767,1.0
2024-05-06,-0.0073305364,0.0007363283,1.0,-0.0073305364,-0.0073305364,1.0540925,1.0
2024-05-07,0.011037473,0.00035046955,1.0,0.011037473,0.011037473,1.065727,1.0
2024-05-08,0.011038989,0.00012550617,1.0,0.011038989,0.011038989,1.0774915,1.0
2024-05-09,-0.002993056,0.00019904767,1.0,-0.002993056,-0.002993056,1.0742666,1.0
2024-05-10,-0.010515696,0.00021909448,1.0,-0.010515696,-0.010515696,1.0629699,1.0
2024-05-13,0.011555152,0.00034636038,1.0,0.011555152,0.011555152,1.0752528,1.0
2024-05-14,0.0025633622,0.0005170074,1.0,0.0025633622,0.0025633622,1.078009,1.0
2024-05-15,-0.010231358,0.0006073586,1.0,-0.010231358,-0.010231358,1.0669795,1.0
2024-05-16,0.0072401296,0.00065418665,1.0,0.0072401296,0.0072401296,1.0747046,1.0
2024-05-17,0.015529638,0.0002728,1.0,0.015529638,0.015529638,1.0913944,1.0
2024-05-21,0.0022008317,0.00082543225,1.0,0.0022008317,0.0022008317,1.0937964,1.0
2024-05-22,0.016173808,0.0014017958,1.0,0.016173808,0.016173808,1.1114873,1.0
2024-05-23,-0.0042151054,0.0017096048,1.0,-0.0042151054,-0.0042151054,1.1068022,1.0
2024-05-24,0.0061361524,-0.00037740215,-1.0,-0.0061361524,0.0061361524,1.1000106,1.0
2024-05-27,-0.0030632934,-0.0026859175,-1.0,0.0030632934,-0.0030632934,1.1033803,1.0
2024-05-28,-0.010279491,-0.0076964987,-1.0,0.010279491,-0.010279491,1.1147226,1.0
2024-05-29,0.0038822645,-0.006005537,-1.0,-0.0038822645,0.0038822645,1.110395,1.0
2024-05-30,0.0054341406,-0.007996754,-1.0,-0.0054341406,0.0054341406,1.1043609,1.0
2024-05-31,0.08680567,-0.0062611853,-1.0,-0.08680567,0.08680567,1.0084962,1.0
2024-06-03,-0.15553187,5.9120735e-05,1.0,-0.15553187,-0.15553187,0.85164285,1.0
2024-06-04,0.018595304,0.0027466442,1.0,0.018595304,0.018595304,0.86747944,1.0
2024-06-05,0.033861507,0.004099284,1.0,0.033861507,0.033861507,0.8968536,1.0
2024-06-06,0.015787609,0.0028590001,1.0,0.015787609,0.015787609,0.91101277,1.0
2024-06-07,0.0022265196,-0.000860348,-1.0,-0.0022265196,0.0022265196,0.90898436,1.0
2024-06-10,0.0044981516,-0.0030778975,-1.0,-0.0044981516,0.0044981516,0.90489566,1.0
2024-06-11,0.0042397184,0.0018259302,1.0,0.0042397184,0.0042397184,0.9087321,1.0
2024-06-12,0.0057041813,-0.0004743604,-1.0,-0.0057041813,0.0057041813,0.90354854,1.0
2024-06-13,-0.0055850665,0.000323309,1.0,-0.0055850665,-0.0055850665,0.8985022,1.0
2024-06-14,0.006769256,-0.0009054331,-1.0,-0.006769256,0.006769256,0.89242,1.0
2024-06-18,0.009072247,0.0065748636,1.0,0.009072247,0.009072247,0.9005163,1.0
2024-06-19,-0.010434306,0.012031164,1.0,-0.010434306,-0.010434306,0.89112,1.0
2024-06-20,-0.008868807,0.004846319,1.0,-0.008868807,-0.008868807,0.88321686,1.0
2024-06-21,-0.004313922,0.0046314937,1.0,-0.004313922,-0.004313922,0.8794067,1.0
2024-06-24,0.011403419,0.005265501,1.0,0.011403419,0.011403419,0.88943493,1.0
2024-06-25,0.0036737828,0.009225538,1.0,0.0036737828,0.0036737828,0.8927025,1.0
2024-06-26,-0.001598241,0.010257914,1.0,-0.001598241,-0.001598241,0.89127576,1.0
2024-06-27,0.0058478955,0.012019265,1.0,0.0058478955,0.0058478955,0.8964879,1.0
2024-06-28,-0.008279679,0.01220467,1.0,-0.008279679,-0.008279679,0.88906527,1.0
2024-07-01,-0.01894425,0.009570919,1.0,-0.01894425,-0.01894425,0.8722226,1.0
2024-07-02,0.016566003,0.010898877,1.0,0.016566003,0.016566003,0.8866719,1.0
2024-07-03,-0.00077422155,0.009487428,1.0,-0.00077422155,-0.00077422155,0.88598543,1.0
2024-07-04,0.024073448,0.0048044547,1.0,0.024073448,0.024073448,0.9073142,1.0
2024-07-05,-0.0040791947,0.01588733,1.0,-0.0040791947,-0.0040791947,0.90361303,1.0
2024-07-08,0.0058804564,0.010108817,1.0,0.0058804564,0.0058804564,0.9089267,1.0
2024-07-09,-0.014383731,0.017063629,1.0,-0.014383731,-0.014383731,0.895853,1.0
2024-07-10,0.009028707,0.01721077,1.0,0.009028707,0.009028707,0.90394133,1.0
2024-07-11,0.0034956678,0.018054195,1.0,0.0034956678,0.0034956678,0.9071012,1.0
2024-07-12,0.0248713,0.016755322,1.0,0.0248713,0.0248713,0.92966205,1.0
2024-07-15,-0.0007378403,0.015130492,1.0,-0.0007378403,-0.0007378403,0.9289761,1.0
2024-07-16,0.014485259,0.0068934467,1.0,0.014485259,0.014485259,0.9424326,1.0
2024-07-18,-0.0047113732,0.0022247108,1.0,-0.0047113732,-0.0047113732,0.9379924,1.0
2024-07-19,-0.014211963,0.001969437,1.0,-0.014211963,-0.014211963,0.9246617,1.0
2024-07-22,-0.014821917,0.0017705092,1.0,-0.014821917,-0.014821917,0.91095644,1.0
2024-07-23,-0.013870525,0.0014434538,1.0,-0.013870525,-0.013870525,0.898321,1.0
2024-07-24,-0.0041163764,0.0012413862,1.0,-0.0041163764,-0.0041163764,0.89462316,1.0
2024-07-25,0.016307043,0.0012815648,1.0,0.016307043,0.016307043,0.90921175,1.0
2024-07-26,0.010553388,0.0013267455,1.0,0.010553388,0.010553388,0.91880697,1.0
2024-07-29,0.0013758657,0.001167538,1.0,0.0013758657,0.0013758657,0.9200712,1.0
2024-07-30,-0.00045833894,0.0011338221,1.0,-0.00045833894,-0.00045833894,0.9196495,1.0
2024-07-31,-0.011238928,0.0011594433,1.0,-0.011238928,-0.011238928,0.9093136,1.0
2024-08-01,-0.017305447,0.0012173052,1.0,-0.017305447,-0.017305447,0.8935776,1.0
