date,actual,predicted,rolling_vol,desired_pos,position,delta,cost,gross_ret,net_ret,capital,strategy_equity,buyhold_equity,buyhold_ret,n_trades
2024-05-03,-0.010483883,0.010860284,0.2036497908271686,0.13093122896919218,0.13093122896919218,0.13093122896919218,0.0002068826145707374,-0.0,-0.0002068826145707374,0.9997931173854293,0.9997931173854293,0.98951614,-0.010483883,1
2024-05-06,-0.010317858,0.010864862,0.2043486736676119,0.13009199745113081,0.13009199745113081,-0.0008392315180613674,9.53091861532435e-06,-0.0013509298,-0.001360460762808485,0.9984329380783005,0.9984329380783005,0.97930646,-0.010317858,1
2024-05-07,0.017094726,0.009688194,0.2051924573102041,0.11505090575670579,0.11505090575670579,-0.015041091694425024,5.18487713500802e-05,0.002223887,0.002172038243784016,1.0006015726036601,1.0006015726036601,0.99604744,0.017094726,2
2024-05-08,-0.062543586,0.010633175,0.21629158376706462,0.11364589026376627,0.11364589026376627,-0.001405015492939518,1.265148139597578e-05,-0.0071956962,-0.00720834771609904,0.9933888885430574,0.9933888885430574,0.93375105,-0.062543586,2
2024-05-09,-0.0012219364,0.015105604,0.2918652542894245,0.08866318171286695,0.08866318171286695,-0.02498270855089932,7.242544921552547e-05,-0.00013886805,-0.00021129350312491663,0.9931789919248318,0.9931789919248318,0.93261003,-0.0012219364,3
2024-05-10,0.0068238443,0.027854662,0.2804966398393418,0.1770160221447996,0.1770160221447996,0.08835284043193266,0.00015552560025547017,0.00060502376,0.00044949815683345925,0.9936254240511078,0.9936254240511078,0.9389741,0.0068238443,4
2024-05-13,0.025655841,0.020995814,0.28449191613473257,0.1297068366255627,0.1297068366255627,-0.04730918551923691,0.00011260851916937577,0.004541495,0.004428886364427521,0.9980260781430362,0.9980260781430362,0.96306425,0.025655841,5
2024-05-14,0.009380436,0.021831881,0.304513448825824,0.11771944580040697,0.11771944580040697,-0.011987390825155736,4.4845461304593085e-05,0.0012167066,0.0011718611256970883,0.9991956261064439,0.9991956261064439,0.97209823,0.009380436,6
2024-05-15,0.014348582,0.020284267,0.3034016112659006,0.11017766400091629,0.11017766400091629,-0.007541781799490679,3.3602353385022424e-05,0.0016891072,0.0016555048039049594,1.0008497992655039,1.0008497992655039,0.9860465,0.014348582,6
2024-05-16,-0.002850357,0.010387412,0.30218344511001205,0.0568769156152717,0.0568769156152717,-0.05330074838564459,0.0001226149136587242,-0.00031404567,-0.00043666058200553156,1.0004127676096566,1.0004127676096566,0.9832359,-0.002850357,7
2024-05-17,-0.0028440743,0.007789343,0.2980247728687637,0.0,0.0,-0.0568769156152717,0.00012848043749327814,-0.00016176217,-0.0002902426121778325,1.0001224051947295,1.0001224051947295,0.9804395,-0.0028440743,8
2024-05-21,0.0057666786,0.006603338,0.29782193244375776,0.0,0.0,0.0,0.0,0.0,0.0,1.0001224051947295,1.0001224051947295,0.98609334,0.0057666786,8
2024-05-22,0.035355702,0.0072895233,0.2974674052286234,0.0,0.0,0.0,0.0,0.0,0.0,1.0001224051947295,1.0001224051947295,1.0209574,0.035355702,8
2024-05-23,0.011232568,0.002524348,0.3085543790011286,0.0,0.0,0.0,0.0,0.0,0.0,1.0001224051947295,1.0001224051947295,1.0324254,0.011232568,8
2024-05-24,0.007172352,0.0019481751,0.31102397595986375,0.0,0.0,0.0,0.0,0.0,0.0,1.0001224051947295,1.0001224051947295,1.0398303,0.007172352,8
2024-05-27,0.001696341,-0.00839348,0.3111165255998446,0.0,0.0,0.0,0.0,0.0,0.0,1.0001224051947295,1.0001224051947295,1.0415943,0.001696341,8
2024-05-28,-0.006417153,-0.012914215,0.3107474210771989,-0.06686871195967894,-0.06686871195967894,-0.06686871195967894,0.0001445125365049987,-0.0,-0.0001445125365049987,0.9999778749691393,0.9999778749691393,1.0349102,-0.006417153,9
2024-05-29,-2.7529095e-05,-0.005415638,0.30822016539707,0.0,0.0,0.06686871195967894,0.00012779535851507897,1.8408352e-06,-0.0001259545232761702,0.9998519232326109,0.9998519232326109,1.0348817,-2.7529095e-05,10
