date,actual,predicted,position,strategy_ret,buyhold_ret,strategy_equity,buyhold_equity
2024-04-01,-0.008004849,0.008142086,1.0,-0.008004849,-0.008004849,0.99199516,0.99199516
2024-04-02,-0.0065745646,0.013210322,1.0,-0.0065745646,-0.0065745646,0.9854732,1.0000526
2024-04-03,0.0040631485,0.013940543,1.0,0.0040631485,0.0040631485,0.98947734,1.0000002
2024-04-04,-0.014521005,0.013312034,1.0,-0.014521005,-0.014521005,0.97510916,1.0
2024-04-05,0.017150644,0.010576657,1.0,0.017150644,0.017150644,0.9918329,1.0
2024-04-08,-0.0059527447,0.009367532,1.0,-0.0059527447,-0.0059527447,0.98592883,1.0
2024-04-09,-0.0085032545,0.003242148,1.0,-0.0085032545,-0.0085032545,0.9775452,1.0
2024-04-10,-0.019899847,0.0063615656,1.0,-0.019899847,-0.019899847,0.9580922,1.0
2024-04-12,-0.02155285,0.0068273656,1.0,-0.02155285,-0.02155285,0.9374426,1.0
2024-04-15,-0.016055275,0.017120825,1.0,-0.016055275,-0.016055275,0.9223917,1.0
2024-04-16,0.0021143695,0.015286899,1.0,0.0021143695,0.0021143695,0.92434204,1.0
2024-04-18,-0.009223028,0.0049818414,1.0,-0.009223028,-0.009223028,0.9158168,1.0
2024-04-19,0.026463244,0.0130404625,1.0,0.026463244,0.026463244,0.9400523,1.0
2024-04-22,-0.00070614397,0.020626903,1.0,-0.00070614397,-0.00070614397,0.93938845,1.0
2024-04-23,0.0068185534,0.018955173,1.0,0.0068185534,0.0068185534,0.9457937,1.0
2024-04-24,0.0047893445,0.010818877,1.0,0.0047893445,0.0047893445,0.9503234,1.0
2024-04-25,-0.012979877,-0.005045672,-1.0,0.012979877,-0.012979877,0.96265846,1.0
2024-04-26,0.008039287,0.004417132,1.0,0.008039287,0.008039287,0.97039753,1.0
2024-04-29,-0.011067255,0.002594944,1.0,-0.011067255,-0.011067255,0.9596579,1.0
2024-04-30,0.0014456705,0.008670158,1.0,0.0014456705,0.0014456705,0.96104527,1.0
2024-05-02,-0.028089123,0.008205883,1.0,-0.028089123,-0.028089123,0.9340504,1.0
2024-05-03,-0.010483883,0.010860284,1.0,-0.010483883,-0.010483883,0.92425793,1.0
2024-05-06,-0.010317858,0.010864862,1.0,-0.010317858,-0.010317858,0.91472155,1.0
2024-05-07,0.017094726,0.009688194,1.0,0.017094726,0.017094726,0.93035847,1.0
2024-05-08,-0.062543586,0.010633175,1.0,-0.062543586,-0.062543586,0.8721705,1.0
2024-05-09,-0.0012219364,0.015105604,1.0,-0.0012219364,-0.0012219364,0.8711048,1.0
2024-05-10,0.0068238443,0.027854662,1.0,0.0068238443,0.0068238443,0.8770491,1.0
2024-05-13,0.025655841,0.020995814,1.0,0.025655841,0.025655841,0.89955056,1.0
2024-05-14,0.009380436,0.021831881,1.0,0.009380436,0.009380436,0.9079887,1.0
2024-05-15,0.014348582,0.020284267,1.0,0.014348582,0.014348582,0.9210171,1.0
2024-05-16,-0.002850357,0.010387412,1.0,-0.002850357,-0.002850357,0.9183919,1.0
2024-05-17,-0.0028440743,0.007789343,1.0,-0.0028440743,-0.0028440743,0.9157799,1.0
2024-05-21,0.0057666786,0.006603338,1.0,0.0057666786,0.0057666786,0.92106086,1.0
2024-05-22,0.035355702,0.0072895233,1.0,0.035355702,0.035355702,0.9536256,1.0
2024-05-23,0.011232568,0.002524348,1.0,0.011232568,0.011232568,0.96433735,1.0
2024-05-24,0.007172352,0.0019481751,1.0,0.007172352,0.007172352,0.97125393,1.0
2024-05-27,0.001696341,-0.00839348,-1.0,-0.001696341,0.001696341,0.96960634,1.0
2024-05-28,-0.006417153,-0.012914215,-1.0,0.006417153,-0.006417153,0.97582847,1.0
2024-05-29,-2.7529095e-05,-0.005415638,-1.0,2.7529095e-05,-2.7529095e-05,0.97585535,1.0
2024-05-30,0.009474447,0.0048865676,1.0,0.009474447,0.009474447,0.985101,1.0
2024-05-31,0.060244486,0.0075985854,1.0,0.060244486,0.060244486,1.0444479,1.0
2024-06-03,-0.13552931,0.0071834894,1.0,-0.13552931,-0.13552931,0.9028946,1.0
2024-06-04,0.0017029156,0.0084541105,1.0,0.0017029156,0.0017029156,0.9044322,1.0
2024-06-05,0.021345753,0.0076653743,1.0,0.021345753,0.021345753,0.92373794,1.0
2024-06-06,0.014241033,0.003426141,1.0,0.014241033,0.014241033,0.93689287,1.0
2024-06-07,0.0031796552,0.0020218631,1.0,0.0031796552,0.0031796552,0.93987185,1.0
2024-06-10,0.0153871095,-0.002904144,-1.0,-0.0153871095,0.0153871095,0.9254099,1.0
2024-06-11,0.008742713,-0.01289779,-1.0,-0.008742713,0.008742713,0.91731936,1.0
2024-06-12,0.020003462,-0.0034384057,-1.0,-0.020003462,0.020003462,0.8989698,1.0
2024-06-13,-0.0042886976,0.015584496,1.0,-0.0042886976,-0.0042886976,0.8951144,1.0
2024-06-14,0.00037951907,0.0248213,1.0,0.00037951907,0.00037951907,0.89545417,1.0
2024-06-18,-0.027271315,0.024121316,1.0,-0.027271315,-0.027271315,0.87103397,1.0
2024-06-19,0.009082759,0.027253814,1.0,0.009082759,0.009082759,0.8789454,1.0
2024-06-20,-0.016677584,0.01729425,1.0,-0.016677584,-0.016677584,0.8642867,1.0
2024-06-21,-0.00096232584,0.02136861,1.0,-0.00096232584,-0.00096232584,0.863455,1.0
2024-06-24,0.01578817,0.009257261,1.0,0.01578817,0.01578817,0.8770874,1.0
2024-06-25,0.0042138007,-0.003152931,-1.0,-0.0042138007,0.0042138007,0.8733915,1.0
2024-06-26,-0.01075725,-0.0023424514,-1.0,0.01075725,-0.01075725,0.88278675,1.0
2024-06-27,-0.0044848886,0.001397933,1.0,-0.0044848886,-0.0044848886,0.8788276,1.0
2024-06-28,-0.0061907712,-0.0069779716,-1.0,0.0061907712,-0.0061907712,0.8842682,1.0
2024-07-01,0.027947878,-0.0020686975,-1.0,-0.027947878,0.027947878,0.85955477,1.0
2024-07-02,-0.0033559205,-0.0069225496,-1.0,0.0033559205,-0.0033559205,0.8624394,1.0
2024-07-03,-0.01142244,-0.0042508864,-1.0,0.01142244,-0.01142244,0.8722905,1.0
2024-07-04,0.01495763,0.0036093812,1.0,0.01495763,0.01495763,0.88533795,1.0
2024-07-05,0.0013361998,-0.01889399,-1.0,-0.0013361998,0.0013361998,0.8841549,1.0
2024-07-08,0.009345073,-0.010905103,-1.0,-0.009345073,0.009345073,0.87589246,1.0
2024-07-09,-0.004387607,-0.0056479434,-1.0,0.004387607,-0.004387607,0.8797355,1.0
2024-07-10,-0.007963012,0.007294669,1.0,-0.007963012,-0.007963012,0.8727302,1.0
2024-07-11,0.007771231,0.008876654,1.0,0.007771231,0.007771231,0.8795124,1.0
2024-07-12,0.0006163226,0.009972605,1.0,0.0006163226,0.0006163226,0.8800545,1.0
2024-07-15,-0.004129969,0.018831467,1.0,-0.004129969,-0.004129969,0.8764199,1.0
2024-07-16,0.0053888345,0.025485346,1.0,0.0053888345,0.0053888345,0.8811428,1.0
2024-07-18,-0.01036475,0.025470093,1.0,-0.01036475,-0.01036475,0.87200993,1.0
2024-07-19,0.0090647945,0.02401104,1.0,0.0090647945,0.0090647945,0.8799145,1.0
2024-07-22,-0.031548616,0.024649948,1.0,-0.031548616,-0.031548616,0.85215443,1.0
2024-07-23,-0.0052710352,0.023479328,1.0,-0.0052710352,-0.0052710352,0.8476627,1.0
2024-07-24,0.027934523,0.017822945,1.0,0.027934523,0.027934523,0.87134176,1.0
2024-07-25,0.016646314,0.018225467,1.0,0.016646314,0.016646314,0.8858464,1.0
2024-07-26,0.025501609,0.027366433,1.0,0.025501609,0.025501609,0.9084369,1.0
2024-07-29,0.0025662542,0.027720416,1.0,0.0025662542,0.0025662542,0.91076815,1.0
2024-07-30,0.007987281,0.03169147,1.0,0.007987281,0.007987281,0.9180427,1.0
2024-07-31,-0.009401879,0.030208584,1.0,-0.009401879,-0.009401879,0.90941143,1.0
2024-08-01,-0.030519437,0.02548405,1.0,-0.030519437,-0.030519437,0.8816567,1.0
2024-08-02,-0.038288224,0.019268729,1.0,-0.038288224,-0.038288224,0.8478996,1.0
2024-08-05,0.013569653,0.015448915,1.0,0.013569653,0.013569653,0.8594053,1.0
2024-08-06,0.017202038,0.017053556,1.0,0.017202038,0.017202038,0.8741888,1.0
2024-08-07,-0.023555715,0.016231993,1.0,-0.023555715,-0.023555715,0.8535966,1.0
