,fold,test_start,test_end,n_days,ann_return,sharpe,dir_accuracy,ic,max_drawdown,n_trades,total_cost
0,0,2025-04-07,2025-07-08,63,-0.0625925450187218,-0.6022938822172669,0.5396825396825397,0.06077188940092166,-0.05303669851851858,10,0.020637376618407356
1,1,2025-05-26,2025-08-21,63,-0.19616873583586036,-2.2906603942593,0.4444444444444444,0.07685291858678955,-0.07064498907529279,9,0.018461112549695426
2,2,2025-07-08,2025-10-07,63,-0.1535551184191083,-1.9940279773206313,0.3968253968253968,0.13911290322580647,-0.07566246853958285,9,0.01846111254969543
3,3,2025-08-21,2025-11-21,63,0.05674074174825461,0.0049320373099226485,0.49206349206349204,-0.025393625192012288,-0.04981696264594038,7,0.01410858441227157
4,4,2025-10-07,2026-01-06,63,0.3295328808174267,1.493872171444373,0.5079365079365079,-0.11856758832565284,-0.04981696264593986,3,0.0054035281374238565
5,5,2025-11-21,2026-02-20,63,-0.030518048248341145,-0.4897537387181859,0.4603174603174603,0.236847158218126,-0.08326258475226046,3,0.0054035281374238565
6,6,2026-01-06,2026-04-10,63,-0.46595919258420415,-2.5900981862310983,0.5079365079365079,0.25177611367127495,-0.18644999787813013,5,0.009756056274847713
7,7,2026-02-20,2026-05-27,63,-0.19534842057554824,-0.9751509445682214,0.49206349206349204,0.2342578036099422,-0.1446181932767857,7,0.014108584412271568
8,8,2026-04-10,2026-07-13,63,1.037181226206985,3.688053516490271,0.5555555555555556,0.18424463561146207,-0.038354469750661445,7,0.014108584412271571
