date,actual,predicted,rolling_vol,desired_pos,position,delta,cost,gross_ret,net_ret,capital,strategy_equity,buyhold_equity,buyhold_ret,n_trades
2024-05-03,0.017504372,-0.0010652714,0.11208138401013669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0175043,0.017504372,0
2024-05-06,0.053166382,0.005649991,0.12910853667208397,0.16947585459854755,0.16947585459854755,0.16947585459854755,0.0002507787024651042,0.0,-0.0002507787024651042,0.9997492212975349,0.9997492212975349,1.0716014,0.053166382,1
2024-05-07,-0.016248798,0.0017155594,0.21963318757329986,0.0,0.0,-0.16947585459854755,0.00029314766611474106,-0.0027537788,-0.0030469264925600823,0.996703058909247,0.996703058909247,1.0541891,-0.016248798,2
2024-05-08,-0.0065999227,0.005693814,0.22839703232369776,0.05457482486849781,0.05457482486849781,0.05457482486849781,0.00011106945934370079,-0.0,-0.00011106945934370079,0.9965923556393678,0.9965923556393678,1.0472316,-0.0065999227,3
2024-05-09,0.015742112,0.0025568013,0.23006341372484188,0.0,0.0,-0.05457482486849781,0.00012471316556082523,0.000859123,0.0007344098488184674,0.9973242628806065,0.9973242628806065,1.0637171,0.015742112,4
2024-05-10,-0.0008047295,0.0025568013,0.23523021174894235,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9973242628806065,0.9973242628806065,1.0628611,-0.0008047295,4
2024-05-13,-0.004691864,0.0017598826,0.23500120313499612,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9973242628806065,0.9973242628806065,1.0578743,-0.004691864,4
2024-05-14,-0.011256486,-9.316043e-05,0.23582665426104263,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9973242628806065,0.9973242628806065,1.0459664,-0.011256486,4
2024-05-15,0.008507659,-0.0009510352,0.234784672459731,0.0,0.0,0.0,0.0,0.0,0.0,0.9973242628806065,0.9973242628806065,1.054865,0.008507659,4
2024-05-16,-0.009778142,-0.0038859416,0.22549943024077004,0.0,0.0,0.0,0.0,-0.0,-0.0,0.9973242628806065,0.9973242628806065,1.0445504,-0.009778142,4
2024-05-17,-0.004167652,-0.005909967,0.2271703652024755,-0.05726004578368615,-0.05726004578368615,-0.05726004578368615,0.00012910452001508755,-0.0,-0.00012910452001508755,0.9971955038103478,0.9971955038103478,1.040197,-0.004167652,5
2024-05-21,0.024030522,-0.0065446957,0.22759399417755719,-0.06317392606946007,-0.06317392606946007,-0.005913880285773915,2.89903213754594e-05,-0.0013759888,-0.0014049791456684768,0.9957944649233399,0.9957944649233399,1.0651935,0.024030522,5
2024-05-22,0.006569383,-0.0072348784,0.23893561251859755,-0.06336354540434608,-0.06336354540434608,-0.0001896193348860098,4.3208790504236796e-06,-0.00041501372,-0.00041933460375562806,0.9953768938459692,0.9953768938459692,1.0721912,0.006569383,5
2024-05-23,-0.005661394,-0.005231049,0.23922000307365693,0.0,0.0,0.06336354540434608,0.00012310237239386484,0.00035872599,0.00023562361288544193,0.99561142814588,0.99561142814588,1.0661212,-0.005661394,6
2024-05-24,0.0065006036,-0.0081849955,0.23971813007363696,-0.07121749385972553,-0.07121749385972553,-0.07121749385972553,0.00015134852928602434,0.0,-0.00015134852928602434,0.9954607438204898,0.9954607438204898,1.0730517,0.0065006036,7
2024-05-27,0.004790206,-0.0087478645,0.2398439000077132,-0.07603520086420097,-0.07603520086420097,-0.004817707004475438,2.5645435900907518e-05,-0.00034114646,-0.00036679189267709435,0.9950956168901781,0.9950956168901781,1.0781918,0.004790206,7
