Date,Close,High,Low,Open,Volume,Ticker
2020-01-01,595.6771850585938,596.3294317486501,591.9501261101647,594.5124791372097,3673698,HDFCBANK.NS
2020-01-02,599.4741821289062,600.056535132723,595.8635935052428,595.8635935052428,6137166,HDFCBANK.NS
2020-01-03,590.9252319335938,598.658868195343,588.6889737244671,597.3543747616177,10855550,HDFCBANK.NS
2020-01-06,578.13671875,587.850411903554,575.8306237090371,587.0118008684359,10890186,HDFCBANK.NS
2020-01-07,587.291259765625,592.3460717231849,583.4011536448486,586.4992825447731,14724494,HDFCBANK.NS
2020-01-08,585.7539672851562,588.0134855627122,577.7174958437635,580.9320389239922,11332110,HDFCBANK.NS
2020-01-09,592.3228149414062,594.372708599344,588.4559687941506,589.3411566089877,9546316,HDFCBANK.NS
2020-01-10,597.5872802734375,599.5440203071881,594.0465857124096,598.2395269513544,9214580,HDFCBANK.NS
2020-01-13,599.1248168945312,604.0165825068116,594.4659925018832,597.5873820967914,7451568,HDFCBANK.NS
2020-01-14,600.75537109375,602.1763352004535,595.1647821421215,600.5224298874322,7886290,HDFCBANK.NS
2020-01-15,598.3094482421875,600.0331903050004,593.5807306974551,599.3111067361606,11787448,HDFCBANK.NS
2020-01-16,599.8934936523438,601.4541883440652,596.0266469202477,597.2845635432914,7150400,HDFCBANK.NS
2020-01-17,595.467529296875,598.6122351185539,592.5557646471724,597.1446943610231,16918814,HDFCBANK.NS
2020-01-20,584.6357421875,607.9065416196968,583.5176132311803,607.9065416196968,22178450,HDFCBANK.NS
2020-01-21,579.720703125,582.3529498323231,576.9487258319602,582.3529498323231,14984804,HDFCBANK.NS
2020-01-22,578.0901489257812,584.6823960803707,575.0852302757627,581.4445362366947,18368310,HDFCBANK.NS
2020-01-23,579.95361328125,580.8853779511385,573.5011543163528,577.6940953308509,11508920,HDFCBANK.NS
2020-01-24,579.8138427734375,584.2164077873117,577.2747501006077,580.4893493644262,11831756,HDFCBANK.NS
2020-01-27,565.2084350585938,575.3646928712021,564.5329284102665,575.3646928712021,18888552,HDFCBANK.NS
2020-01-28,569.8673095703125,572.0104140338276,565.2318025959702,567.8174725762849,13412158,HDFCBANK.NS
2020-01-29,575.7608032226562,578.6259916083264,569.424813400384,570.8457775933209,13788350,HDFCBANK.NS
2020-01-30,571.1951904296875,577.205028431656,567.0720853240559,577.205028431656,12111984,HDFCBANK.NS
2020-01-31,571.3115844726562,576.6692318345022,568.492973329783,573.7108332296785,11178268,HDFCBANK.NS
2020-02-03,555.7044677734375,558.1037162843933,548.6695990713132,557.6611508176194,13077010,HDFCBANK.NS
2020-02-04,572.9421997070312,574.8988830437811,558.1271166016611,558.1271166016611,20897704,HDFCBANK.NS
2020-02-05,579.8604736328125,581.4211681186657,571.7774262994742,575.3181207568854,18020682,HDFCBANK.NS
2020-02-06,577.60107421875,581.7473824553491,576.3897343734716,579.8605926878936,11827550,HDFCBANK.NS
2020-02-07,578.7191772460938,580.9554358338783,573.7808344743562,580.4895533672914,6815448,HDFCBANK.NS
2020-02-10,577.8339233398438,579.0684661177814,571.1950996008843,579.0684661177814,9219834,HDFCBANK.NS
2020-02-11,577.9736938476562,584.6824117792048,576.7857278503509,579.2316104494273,11613520,HDFCBANK.NS
2020-02-12,581.8870239257812,583.7039763673639,579.5809291651885,580.1166483426184,6297930,HDFCBANK.NS
2020-02-13,578.346435546875,586.9652601378181,574.7125299982047,586.9652601378181,9112140,HDFCBANK.NS
2020-02-14,568.0736694335938,581.6075753387364,566.0470924519831,579.1849528372734,14688858,HDFCBANK.NS
2020-02-17,567.0487060546875,574.4329298288528,565.7907896043532,570.7058710789495,10152690,HDFCBANK.NS
2020-02-18,565.2317504882812,567.6776327796997,560.6893976613612,566.9322324078242,10529116,HDFCBANK.NS
2020-02-19,571.7308349609375,573.0353283753209,565.5346334186361,569.5412105193737,10012268,HDFCBANK.NS
2020-02-20,567.0254516601562,573.0353459305833,565.6278044749597,573.0353459305833,11123414,HDFCBANK.NS
2020-02-24,563.6943969726562,565.9306552798603,559.0588897598949,563.228514564523,16568084,HDFCBANK.NS
2020-02-25,559.1986083984375,563.2517621021274,558.1270562434645,560.9223503481898,13886680,HDFCBANK.NS
2020-02-26,558.70947265625,561.2485090083372,552.3734833397964,557.8941784497473,13814786,HDFCBANK.NS
2020-02-27,558.8026733398438,560.2236375387319,550.2071650172493,556.7295192172844,20655098,HDFCBANK.NS
2020-02-28,548.6463623046875,552.0705862121758,545.1289278047099,547.6447038754537,24313056,HDFCBANK.NS
2020-03-02,549.5547485351562,559.5945348269267,543.2886543616646,559.151912520631,14664898,HDFCBANK.NS
2020-03-03,550.579833984375,552.2336823548427,544.1506342222837,547.4118109684788,22369550,HDFCBANK.NS
2020-03-04,535.22900390625,549.7412525837075,527.8913558315098,548.9725352208427,34288870,HDFCBANK.NS
2020-03-05,536.3936767578125,542.7529827364892,532.3870995898052,537.162394073109,19549708,HDFCBANK.NS
2020-03-06,528.7299194335938,531.5252136871466,512.936495526939,524.1176725411502,23053566,HDFCBANK.NS
2020-03-09,515.87158203125,521.0428650742571,496.16473461255987,517.1294417088652,34420590,HDFCBANK.NS
2020-03-11,518.8998413085938,521.7882894484478,508.7435822122366,514.800053429049,35538240,HDFCBANK.NS
2020-03-12,475.8056640625,503.1529651713541,467.4896750399993,500.8235532955608,59000770,HDFCBANK.NS
2020-03-13,498.4010009765625,503.8284852954916,428.23909634655143,456.58802825644625,66342364,HDFCBANK.NS
2020-03-16,465.6494445800781,483.1200340465643,463.55297384409977,482.18826927501834,31986322,HDFCBANK.NS
2020-03-17,454.28192138671875,470.5412286826058,444.7779373932626,469.6094638733333,42676838,HDFCBANK.NS
2020-03-18,408.5322570800781,462.62118826098185,402.9882455647022,458.8941293424644,61181406,HDFCBANK.NS
2020-03-19,417.2209777832031,428.5885197213787,370.3765081333751,394.602392942099,67220048,HDFCBANK.NS
2020-03-20,411.30426025390625,426.0960262664663,384.1433223651283,407.6470948343316,88637464,HDFCBANK.NS
2020-03-23,359.4515686035156,390.75887231703,356.40004449779786,370.19015249251925,50276954,HDFCBANK.NS
2020-03-24,357.6579284667969,377.3647485366708,344.1706271376118,370.4929830540586,61057272,HDFCBANK.NS
2020-03-25,399.1447448730469,404.12969222351546,351.8576814302523,358.9390995737512,47228042,HDFCBANK.NS
2020-03-26,419.8066101074219,436.8579226365537,391.8070898523411,405.36425602249614,57043156,HDFCBANK.NS
2020-03-27,421.3673095703125,460.5946102841334,406.2959980422508,440.2355453017211,55235936,HDFCBANK.NS
2020-03-30,387.45111083984375,413.2376904059768,385.7506286991531,409.9765135933028,39268444,HDFCBANK.NS
2020-03-31,401.54400634765625,406.99480706067453,390.4094068776613,397.77034227494914,35211092,HDFCBANK.NS
2020-04-01,386.51934814453125,402.4525036251976,382.0235715684545,402.4525036251976,29103504,HDFCBANK.NS
2020-04-03,379.15838623046875,393.204752200333,377.3647503344428,392.73886979251273,34996280,HDFCBANK.NS
2020-04-07,417.47723388671875,422.695122786483,393.8337005790682,407.18124356426796,60412638,HDFCBANK.NS
2020-04-08,414.1228942871094,440.2588866608284,403.5007523687148,409.95324094333324,56219352,HDFCBANK.NS
2020-04-09,430.9644775390625,433.68990644481187,414.6353062766681,425.350600708537,44457146,HDFCBANK.NS
2020-04-13,417.12774658203125,441.0508220795697,412.8649401827196,435.13411060591784,34158056,HDFCBANK.NS
2020-04-15,402.19622802734375,433.50352770906346,392.7388219868248,433.50352770906346,57978752,HDFCBANK.NS
2020-04-16,409.8600158691406,414.9614335184059,398.9117801511244,402.98825089719423,53854396,HDFCBANK.NS
2020-04-17,424.0927429199219,428.61180788575837,413.35415928982513,426.2823958863792,55883462,HDFCBANK.NS
2020-04-20,440.18896484375,447.68968838432136,435.60003467605725,443.0541529165032,66232986,HDFCBANK.NS
2020-04-21,429.3804931640625,435.13412899890693,423.021187506432,430.9411877130502,33178006,HDFCBANK.NS
2020-04-22,432.61834716796875,434.6682409215296,422.69505860889075,428.2157816238388,38289354,HDFCBANK.NS
2020-04-23,444.8943786621094,446.5482554024853,425.14095463381267,435.60001961536125,40901222,HDFCBANK.NS
2020-04-24,437.0209655761719,446.50168917234726,431.40708852378333,434.66826521888754,33284568,HDFCBANK.NS
2020-04-27,433.1308898925781,446.03583856390827,431.54687829659736,440.3287789408924,27421072,HDFCBANK.NS
2020-04-28,433.9228515625,439.69977589963486,429.54354590264336,439.69977589963486,29441436,HDFCBANK.NS
2020-04-29,455.2136535644531,462.481435616918,435.1807116011362,435.60001710933346,55877778,HDFCBANK.NS
2020-04-30,466.7209777832031,474.73416066697814,462.2019128631203,466.5346418862624,43793134,HDFCBANK.NS
2020-05-04,430.0094299316406,447.2470777187162,427.4470768822105,446.082371787157,26722324,HDFCBANK.NS
2020-05-05,424.6285400390625,439.79300721740964,423.0445284271206,436.99771268001086,29672858,HDFCBANK.NS
2020-05-06,440.9111328125,442.5882981471858,421.92642423408125,428.14594315501444,33785846,HDFCBANK.NS
2020-05-07,430.9411926269531,439.46683431837005,429.24071060088437,438.16236936826965,21831730,HDFCBANK.NS
2020-05-08,432.8280334472656,439.76969250780274,431.03439760035076,438.8612161503868,20807484,HDFCBANK.NS
2020-05-11,426.6550598144531,444.4517716623989,425.816477253074,436.53177153843586,28550784,HDFCBANK.NS
