Date,Close,High,Low,Open,Volume,Ticker
2020-01-01,1129.0001220703125,1172.2633871940286,1126.5069370187962,1167.8148003290112,3137636,TITAN.NS
2020-01-02,1129.831298828125,1134.035461042685,1114.5791864619837,1131.2001041548378,3286436,TITAN.NS
2020-01-03,1114.285888671875,1130.2224642373706,1106.757637990228,1130.2224642373706,2695237,TITAN.NS
2020-01-06,1132.7642822265625,1145.2789019648576,1124.4538242584822,1136.0884892834465,4494752,TITAN.NS
2020-01-07,1134.0841064453125,1147.6741727677984,1126.360364846405,1144.838816300074,2363578,TITAN.NS
2020-01-08,1117.8055419921875,1130.5156543207868,1112.6236792266084,1119.4675858650849,2370166,TITAN.NS
2020-01-09,1137.5062255859375,1141.9548130507433,1122.889642798612,1129.2446995493224,1764131,TITAN.NS
2020-01-10,1128.3157958984375,1144.5944207585085,1125.0893351190366,1140.9769750892165,1517311,TITAN.NS
2020-01-13,1133.1064453125,1136.5283985681895,1122.8895183312447,1129.2445743775252,1135936,TITAN.NS
2020-01-14,1141.07470703125,1142.5901911795115,1131.3466307259425,1136.0884562649705,1324743,TITAN.NS
2020-01-15,1158.428955078125,1164.9306903120873,1144.4967164403179,1147.3320730853834,2665214,TITAN.NS
2020-01-16,1166.299560546875,1168.8415593072498,1147.91873379044,1158.4290196645954,1644541,TITAN.NS
2020-01-17,1162.2420654296875,1170.1614196714793,1157.5979856729757,1168.1572042275427,1034774,TITAN.NS
2020-01-20,1161.3619384765625,1168.3525234699025,1152.807055982536,1163.4640191876017,1139858,TITAN.NS
2020-01-21,1149.9716796875,1157.5000477606434,1135.1106746663097,1157.0600107739174,925998,TITAN.NS
2020-01-22,1151.3896484375,1159.5044954239718,1145.865613716737,1155.4471316048714,902471,TITAN.NS
2020-01-23,1177.2496337890625,1179.7428188317692,1148.7985613728,1149.7762622760958,2101116,TITAN.NS
2020-01-24,1200.469970703125,1202.5720514106063,1179.1561636773172,1181.9425872438628,2841654,TITAN.NS
2020-01-27,1186.7333984375,1212.6912856858858,1181.8937073805691,1200.6167034580553,2332864,TITAN.NS
2020-01-28,1168.3526611328125,1196.2171388251013,1161.8021123620008,1187.9066805659977,1703068,TITAN.NS
2020-01-29,1159.748779296875,1180.9649607917545,1155.2513789510767,1171.7745483079234,1380266,TITAN.NS
2020-01-30,1152.9539794921875,1164.9308175238002,1149.971943508272,1164.4419669918977,1859283,TITAN.NS
2020-01-31,1161.264404296875,1168.1572443327887,1153.6872212757842,1159.0645769681712,1809101,TITAN.NS
2020-02-03,1159.9443359375,1165.712794939652,1136.6261940596635,1143.9100178012343,3595537,TITAN.NS
2020-02-04,1247.3509521484375,1259.0833638531792,1158.5756558432524,1168.352665597204,7875930,TITAN.NS
